Order Number,Order Date,Item Name,Quantity,Product Price,Total products
15695,2019-07-07 19:42:00,Mango Chutney,1,0.5,6
15695,2019-07-07 19:42:00,Onion Chutney,1,0.5,6
15688,2019-07-07 18:04:00,Mint Sauce,2,0.5,6
15224,2019-07-06 19:26:00,Mint Sauce,1,0.5,5
15220,2019-07-06 18:48:00,Mint Sauce,1,0.5,5
15217,2019-07-06 18:28:00,Onion Chutney,2,0.5,7
15216,2019-07-06 18:21:00,Mango Chutney,1,0.5,14
15216,2019-07-06 18:21:00,Onion Chutney,3,0.5,14
15213,2019-07-06 18:12:00,Onion Chutney,1,0.5,14
15213,2019-07-06 18:12:00,Mint Sauce,2,0.5,14
15211,2019-07-06 18:04:00,Mango Chutney,2,0.5,8
15211,2019-07-06 18:04:00,Onion Chutney,2,0.5,8
15210,2019-07-06 17:49:00,Mint Sauce,2,0.5,5
15210,2019-07-06 17:49:00,Onion Chutney,1,0.5,5
14702,2019-07-05 17:51:00,Lime Pickle,1,0.5,6
14701,2019-07-05 17:01:00,Mango Chutney,1,0.5,5
14228,2019-07-04 20:51:00,Mango Chutney,1,0.5,6
14227,2019-07-04 19:38:00,Mango Chutney,1,0.5,8
14227,2019-07-04 19:38:00,Onion Chutney,1,0.5,8
13714,2019-07-03 19:41:00,Red Sauce,1,0.5,5
13297,2019-07-02 18:52:00,Mango Chutney,2,0.5,13
13297,2019-07-02 18:52:00,Mint Sauce,1,0.5,13
13297,2019-07-02 18:52:00,Onion Chutney,1,0.5,13
13294,2019-07-02 18:30:00,Lime Pickle,1,0.5,5
13291,2019-07-02 17:56:00,Mango Chutney,3,0.5,9
13291,2019-07-02 17:56:00,Onion Chutney,2,0.5,9
13291,2019-07-02 17:56:00,Mint Sauce,2,0.5,9
13291,2019-07-02 17:56:00,Red Sauce,1,0.5,9
13290,2019-07-02 17:52:00,Mango Chutney,1,0.5,7
15695,2019-07-07 19:42:00,Plain Papadum,5,0.8,6
15694,2019-07-07 19:40:00,Plain Papadum,1,0.8,7
15688,2019-07-07 18:04:00,Plain Papadum,4,0.8,6
15231,2019-07-06 20:52:00,Plain Papadum,2,0.8,4
