Order Number,Order Date,Item Name,Quantity,Product Price,Total products
2650,2016-08-06 21:44:00,Mint Sauce,1,0.5,4
2462,2016-08-05 22:11:00,Lime Pickle,1,0.5,5
2461,2016-08-05 21:38:00,Mango Chutney,1,0.5,11
2461,2016-08-05 21:38:00,Onion Chutney,1,0.5,11
2461,2016-08-05 21:38:00,Mint Sauce,1,0.5,11
2461,2016-08-05 21:38:00,Red Sauce,1,0.5,11
2462,2016-08-05 22:11:00,Plain Papadum,1,0.8,5
2461,2016-08-05 21:38:00,Plain Papadum,4,0.8,11
2254,2016-08-04 19:50:00,Plain Papadum,1,0.8,10
2250,2016-08-04 18:12:00,Plain Papadum,2,0.8,9
2457,2016-08-05 16:35:00,Plain Naan,2,2.6,6
2254,2016-08-04 19:50:00,Plain Naan,2,2.6,10
2252,2016-08-04 19:06:00,Tandoori Roti,1,2.6,6
2250,2016-08-04 18:12:00,Plain Naan,1,2.6,9
2650,2016-08-06 21:44:00,Plain Rice,1,2.95,4
2462,2016-08-05 22:11:00,Plain Rice,1,2.95,5
2461,2016-08-05 21:38:00,Pilau Rice,1,2.95,11
2458,2016-08-05 17:57:00,Plain Rice,2,2.95,5
2457,2016-08-05 16:35:00,Plain Rice,1,2.95,6
2457,2016-08-05 16:35:00,Pilau Rice,1,2.95,6
2254,2016-08-04 19:50:00,Pilau Rice,1,2.95,10
2254,2016-08-04 19:50:00,Plain Rice,1,2.95,10
2253,2016-08-04 19:24:00,Garlic Naan,3,2.95,6
2251,2016-08-04 18:45:00,Plain Rice,1,2.95,4
2251,2016-08-04 18:45:00,Peshwari Naan,1,2.95,4
2250,2016-08-04 18:12:00,Peshwari Naan,2,2.95,9
2250,2016-08-04 18:12:00,Plain Rice,1,2.95,9
2250,2016-08-04 18:12:00,Pilau Rice,1,2.95,9
1788,2016-08-03 11:45:00,Green Salad,1,2.95,7
2649,2016-08-06 18:29:00,Saag Rice,1,3.95,2
2462,2016-08-05 22:11:00,Meat Samosa,1,3.95,5
2461,2016-08-05 21:38:00,Onion Bhajee,1,3.95,11
2458,2016-08-05 17:57:00,Mushroom Rice,1,3.95,5
2458,2016-08-05 17:57:00,Saag Rice,1,3.95,5
2254,2016-08-04 19:50:00,Onion Bhajee,1,3.95,10
2253,2016-08-04 19:24:00,Onion Rice,1,3.95,6
2252,2016-08-04 19:06:00,Garlic Rice,1,3.95,6
1794,2016-08-03 14:53:00,Onion Bhajee,2,3.95,1
1788,2016-08-03 11:45:00,French Fries,1,3.95,7
1788,2016-08-03 11:45:00,Bengal Salad,2,3.95,7
1788,2016-08-03 11:45:00,Onion Bhajee,1,3.95,7
2650,2016-08-06 21:44:00,Vegetable Roll,1,4.95,4
2460,2016-08-05 21:07:00,Lamb Tikka,1,4.95,3
2254,2016-08-04 19:50:00,Chicken Chaat,1,4.95,10
2461,2016-08-05 21:38:00,Mushroom Bhajee,1,5.95,11
2461,2016-08-05 21:38:00,Saag Aloo,1,5.95,11
2460,2016-08-05 21:07:00,Tarka Dall,1,5.95,3
2254,2016-08-04 19:50:00,Cauliflower Bhajee,1,5.95,10
2253,2016-08-04 19:24:00,Saag Paneer,1,5.95,6
2252,2016-08-04 19:06:00,Chicken Pakora,1,5.95,6
2252,2016-08-04 19:06:00,Saag Dall,1,5.95,6
2252,2016-08-04 19:06:00,Aloo Gobi,1,5.95,6
2250,2016-08-04 18:12:00,Saag Aloo,1,5.95,9
2457,2016-08-05 16:35:00,Madras,1,7.95,6
2650,2016-08-06 21:44:00,Lamb Tikka Garlic,1,8.95,4
2649,2016-08-06 18:29:00,Chicken Tikka Garlic,1,8.95,2
2461,2016-08-05 21:38:00,Chicken Tikka Garlic,1,8.95,11
2458,2016-08-05 17:57:00,Chicken Tikka Masala,3,8.95,5
2457,2016-08-05 16:35:00,Korma,1,8.95,6
2254,2016-08-04 19:50:00,Dupiaza,1,8.95,10
2254,2016-08-04 19:50:00,Korma,1,8.95,10
2251,2016-08-04 18:45:00,Korma,1,8.95,4
2250,2016-08-04 18:12:00,Chicken Tikka Garlic,1,8.95,9
1788,2016-08-03 11:45:00,Chicken Tikka (Main),1,8.95,7
1788,2016-08-03 11:45:00,Sheek Kebab (Main),1,8.95,7
2462,2016-08-05 22:11:00,Lamb Balti,1,9.95,5
2460,2016-08-05 21:07:00,Chicken Haryali,1,9.95,3
2458,2016-08-05 17:57:00,Chicken Rezala,1,9.95,5
2457,2016-08-05 16:35:00,Lal Mirch Lamb,1,9.95,6
2253,2016-08-04 19:24:00,Chicken Haryali,1,9.95,6
2253,2016-08-04 19:24:00,Chicken Rezala,1,9.95,6
2253,2016-08-04 19:24:00,Chicken Balti,1,9.95,6
2252,2016-08-04 19:06:00,Chicken Achar,1,9.95,6
2251,2016-08-04 18:45:00,Prawn Karahi,1,9.95,4
2250,2016-08-04 18:12:00,Chicken Biryani,2,9.95,9
2250,2016-08-04 18:12:00,Butter Chicken,1,9.95,9
1788,2016-08-03 11:45:00,Chicken Haryali,1,9.95,7
2254,2016-08-04 19:50:00,Chicken Tikka Biryani,1,10.95,10
