Order Number,Order Date,Item Name,Quantity,Product Price,Total products
2615,2016-02-06 18:57:00,Mango Chutney,1,0.5,8
2614,2016-02-06 18:15:00,Mango Chutney,1,0.5,9
2614,2016-02-06 18:15:00,Onion Chutney,1,0.5,9
2614,2016-02-06 18:15:00,Red Sauce,1,0.5,9
2613,2016-02-06 12:56:00,Mango Chutney,1,0.5,5
2428,2016-02-05 18:20:00,Mango Chutney,3,0.5,9
2428,2016-02-05 18:20:00,Onion Chutney,4,0.5,9
2428,2016-02-05 18:20:00,Mint Sauce,3,0.5,9
2426,2016-02-05 17:50:00,Mint Sauce,1,0.5,6
2424,2016-02-05 17:45:00,Onion Chutney,1,0.5,8
2424,2016-02-05 17:45:00,Mango Chutney,1,0.5,8
2423,2016-02-05 13:47:00,Mango Chutney,2,0.5,12
2423,2016-02-05 13:47:00,Onion Chutney,2,0.5,12
2423,2016-02-05 13:47:00,Mint Sauce,2,0.5,12
2423,2016-02-05 13:47:00,Red Sauce,2,0.5,12
2236,2016-02-04 20:40:00,Onion Chutney,2,0.5,6
2235,2016-02-04 20:30:00,Onion Chutney,1,0.5,12
2235,2016-02-04 20:30:00,Mint Sauce,1,0.5,12
2235,2016-02-04 20:30:00,Lime Pickle,1,0.5,12
2235,2016-02-04 20:30:00,Red Sauce,1,0.5,12
2615,2016-02-06 18:57:00,Plain Papadum,5,0.8,8
2614,2016-02-06 18:15:00,Spicy Papadum,3,0.8,9
2613,2016-02-06 12:56:00,Plain Papadum,2,0.8,5
2431,2016-02-05 19:33:00,Plain Papadum,2,0.8,4
2428,2016-02-05 18:20:00,Plain Papadum,5,0.8,9
2427,2016-02-05 17:58:00,Plain Papadum,4,0.8,7
2424,2016-02-05 17:45:00,Plain Papadum,4,0.8,8
2423,2016-02-05 13:47:00,Plain Papadum,4,0.8,12
2236,2016-02-04 20:40:00,Plain Papadum,5,0.8,6
2235,2016-02-04 20:30:00,Plain Papadum,3,0.8,12
2229,2016-02-04 18:46:00,Plain Papadum,2,0.8,4
2431,2016-02-05 19:33:00,Chapati,3,1.95,4
2430,2016-02-05 18:57:00,Chapati,2,1.95,5
2425,2016-02-05 17:47:00,Chapati,1,1.95,9
2236,2016-02-04 20:40:00,Chapati,1,1.95,6
2617,2016-02-06 21:19:00,Plain Naan,3,2.6,4
2613,2016-02-06 12:56:00,Plain Naan,2,2.6,5
2430,2016-02-05 18:57:00,Plain Naan,1,2.6,5
2426,2016-02-05 17:50:00,Plain Naan,1,2.6,6
2237,2016-02-04 21:23:00,Plain Naan,1,2.6,7
2234,2016-02-04 19:36:00,Plain Naan,1,2.6,4
2616,2016-02-06 19:09:00,Pilau Rice,1,2.95,7
2615,2016-02-06 18:57:00,Pilau Rice,1,2.95,8
2615,2016-02-06 18:57:00,Peshwari Naan,1,2.95,8
2613,2016-02-06 12:56:00,Plain Rice,1,2.95,5
2430,2016-02-05 18:57:00,Keema Naan,1,2.95,5
2429,2016-02-05 18:55:00,Keema Naan,1,2.95,6
2429,2016-02-05 18:55:00,Plain Rice,1,2.95,6
2428,2016-02-05 18:20:00,Pilau Rice,3,2.95,9
2427,2016-02-05 17:58:00,Pilau Rice,1,2.95,7
2427,2016-02-05 17:58:00,Garlic Naan,1,2.95,7
2426,2016-02-05 17:50:00,Keema Naan,1,2.95,6
2426,2016-02-05 17:50:00,Pilau Rice,2,2.95,6
2425,2016-02-05 17:47:00,Garlic Naan,1,2.95,9
2424,2016-02-05 17:45:00,Pilau Rice,1,2.95,8
2423,2016-02-05 13:47:00,Garlic Naan,2,2.95,12
2423,2016-02-05 13:47:00,Peshwari Naan,1,2.95,12
2423,2016-02-05 13:47:00,Pilau Rice,2,2.95,12
2237,2016-02-04 21:23:00,Peshwari Naan,1,2.95,7
2237,2016-02-04 21:23:00,Plain Rice,1,2.95,7
2237,2016-02-04 21:23:00,Pilau Rice,1,2.95,7
2236,2016-02-04 20:40:00,Plain Rice,1,2.95,6
2235,2016-02-04 20:30:00,Peshwari Naan,1,2.95,12
2235,2016-02-04 20:30:00,Kulcha Naan,1,2.95,12
2235,2016-02-04 20:30:00,Coke 1.5 ltr,1,2.95,12
2233,2016-02-04 19:31:00,Peshwari Naan,2,2.95,7
2233,2016-02-04 19:31:00,Pilau Rice,1,2.95,7
2233,2016-02-04 19:31:00,Garlic Naan,1,2.95,7
2232,2016-02-04 19:26:00,Keema Naan,1,2.95,6
2231,2016-02-04 19:04:00,Garlic Naan,1,2.95,5
2230,2016-02-04 18:50:00,Pilau Rice,1,2.95,4
2230,2016-02-04 18:50:00,Diet Coke 1.5 ltr,1,2.95,4
2229,2016-02-04 18:46:00,Pilau Rice,1,2.95,4
2228,2016-02-04 18:12:00,Keema Naan,2,2.95,11
2227,2016-02-04 17:32:00,Keema Naan,1,2.95,4
2227,2016-02-04 17:32:00,Paratha,1,2.95,4
2616,2016-02-06 19:09:00,Onion Bhajee,2,3.95,7
2615,2016-02-06 18:57:00,Onion Bhajee,1,3.95,8
2614,2016-02-06 18:15:00,Keema Rice,1,3.95,9
2614,2016-02-06 18:15:00,Meat Samosa,1,3.95,9
2429,2016-02-05 18:55:00,Onion Bhajee,1,3.95,6
2427,2016-02-05 17:58:00,Onion Bhajee,1,3.95,7
2425,2016-02-05 17:47:00,Lemon Rice,1,3.95,9
2425,2016-02-05 17:47:00,Egg Rice,1,3.95,9
2424,2016-02-05 17:45:00,Onion Bhajee,1,3.95,8
2237,2016-02-04 21:23:00,Meat Samosa,1,3.95,7
2237,2016-02-04 21:23:00,Onion Bhajee,1,3.95,7
2235,2016-02-04 20:30:00,Special Fried Rice,1,3.95,12
2234,2016-02-04 19:36:00,Onion Rice,1,3.95,4
2233,2016-02-04 19:31:00,Mushroom Rice,2,3.95,7
2231,2016-02-04 19:04:00,Onion Bhajee,1,3.95,5
2231,2016-02-04 19:04:00,Saag Rice,1,3.95,5
2228,2016-02-04 18:12:00,Meat Samosa,1,3.95,11
2228,2016-02-04 18:12:00,Keema Rice,1,3.95,11
2228,2016-02-04 18:12:00,Mushroom Rice,2,3.95,11
2617,2016-02-06 21:19:00,Chicken Chaat,1,4.95,4
2617,2016-02-06 21:19:00,Chicken Tikka,1,4.95,4
2615,2016-02-06 18:57:00,Sheek Kebab,1,4.95,8
2227,2016-02-04 17:32:00,Chicken Chaat,2,4.95,4
2616,2016-02-06 19:09:00,Saag Aloo,1,5.95,7
2614,2016-02-06 18:15:00,Bombay Aloo,1,5.95,9
2431,2016-02-05 19:33:00,Chana Masala,1,5.95,4
2429,2016-02-05 18:55:00,Saag Bhajee,1,5.95,6
2428,2016-02-05 18:20:00,Bombay Aloo,1,5.95,9
2427,2016-02-05 17:58:00,Bombay Aloo,1,5.95,7
2425,2016-02-05 17:47:00,Saag Paneer,1,5.95,9
2424,2016-02-05 17:45:00,Bombay Aloo,1,5.95,8
2423,2016-02-05 13:47:00,Brinjal Bhajee,1,5.95,12
2423,2016-02-05 13:47:00,Saag Paneer,1,5.95,12
2232,2016-02-04 19:26:00,Saag Bhajee,1,5.95,6
2232,2016-02-04 19:26:00,Cauliflower Bhajee,2,5.95,6
2230,2016-02-04 18:50:00,Saag Paneer,1,5.95,4
2228,2016-02-04 18:12:00,Bombay Aloo,1,5.95,11
2228,2016-02-04 18:12:00,Mushroom Bhajee,1,5.95,11
2228,2016-02-04 18:12:00,Chana Masala,1,5.95,11
2617,2016-02-06 21:19:00,Curry,1,7.95,4
2616,2016-02-06 19:09:00,Madras,1,7.95,7
2614,2016-02-06 18:15:00,Madras,1,7.95,9
2614,2016-02-06 18:15:00,Madras,1,7.95,9
2428,2016-02-05 18:20:00,Madras,1,7.95,9
