Order Number,Order Date,Item Name,Quantity,Product Price,Total products
10571,2018-04-08 20:08:00,Mint Sauce,1,0.5,6
10570,2018-04-08 20:06:00,Mango Chutney,1,0.5,6
10568,2018-04-08 18:02:00,Mango Chutney,1,0.5,9
10568,2018-04-08 18:02:00,Onion Chutney,1,0.5,9
10565,2018-04-08 17:31:00,Mango Chutney,1,0.5,10
10565,2018-04-08 17:31:00,Onion Chutney,1,0.5,10
8747,2018-04-03 19:32:00,Mango Chutney,1,0.5,6
8747,2018-04-03 19:32:00,Mint Sauce,1,0.5,6
8744,2018-04-03 18:50:00,Mango Chutney,1,0.5,9
8744,2018-04-03 18:50:00,Onion Chutney,1,0.5,9
8744,2018-04-03 18:50:00,Mint Sauce,1,0.5,9
8422,2018-04-02 18:24:00,Mango Chutney,1,0.5,7
8421,2018-04-02 18:20:00,Mint Sauce,1,0.5,7
10571,2018-04-08 20:08:00,Plain Papadum,6,0.8,6
10568,2018-04-08 18:02:00,Plain Papadum,7,0.8,9
10567,2018-04-08 17:49:00,Plain Papadum,2,0.8,6
10565,2018-04-08 17:31:00,Plain Papadum,2,0.8,10
8747,2018-04-03 19:32:00,Plain Papadum,2,0.8,6
8745,2018-04-03 18:57:00,Plain Papadum,2,0.8,6
8744,2018-04-03 18:50:00,Plain Papadum,3,0.8,9
8425,2018-04-02 20:17:00,Plain Papadum,1,0.8,5
8422,2018-04-02 18:24:00,Plain Papadum,4,0.8,7
8421,2018-04-02 18:20:00,Plain Papadum,4,0.8,7
8417,2018-04-02 12:54:00,Plain Papadum,4,0.8,6
10573,2018-04-08 21:38:00,Chapati,3,1.95,4
10178,2018-04-07 13:20:00,Chapati,1,1.95,3
9076,2018-04-04 12:04:00,Chapati,1,1.95,6
8419,2018-04-02 18:09:00,Chapati,1,1.95,7
8418,2018-04-02 17:55:00,Chapati,1,1.95,7
10571,2018-04-08 20:08:00,Plain Naan,1,2.6,6
10570,2018-04-08 20:06:00,Plain Naan,1,2.6,6
10569,2018-04-08 19:26:00,Plain Naan,1,2.6,6
10564,2018-04-08 17:26:00,Plain Naan,2,2.6,7
10563,2018-04-08 17:26:00,Tandoori Roti,2,2.6,5
10185,2018-04-07 21:47:00,Tandoori Roti,1,2.6,2
10184,2018-04-07 21:01:00,Plain Naan,1,2.6,5
10182,2018-04-07 19:25:00,Plain Naan,1,2.6,4
10180,2018-04-07 18:04:00,Plain Naan,1,2.6,5
9801,2018-04-06 19:12:00,Plain Naan,2,2.6,5
9793,2018-04-06 16:00:00,Plain Naan,1,2.6,5
9791,2018-04-06 14:22:00,Plain Naan,1,2.6,5
8428,2018-04-02 20:46:00,Plain Naan,1,2.6,4
8425,2018-04-02 20:17:00,Plain Naan,1,2.6,5
8421,2018-04-02 18:20:00,Plain Naan,2,2.6,7
10571,2018-04-08 20:08:00,Pilau Rice,1,2.95,6
10570,2018-04-08 20:06:00,Pilau Rice,1,2.95,6
10569,2018-04-08 19:26:00,Pilau Rice,1,2.95,6
10569,2018-04-08 19:26:00,Plain Rice,1,2.95,6
10569,2018-04-08 19:26:00,Keema Naan,1,2.95,6
10568,2018-04-08 18:02:00,Garlic Naan,2,2.95,9
10568,2018-04-08 18:02:00,Pilau Rice,3,2.95,9
10567,2018-04-08 17:49:00,Pilau Rice,1,2.95,6
10567,2018-04-08 17:49:00,Paratha,1,2.95,6
10565,2018-04-08 17:31:00,Pilau Rice,1,2.95,10
10565,2018-04-08 17:31:00,Keema Naan,1,2.95,10
10564,2018-04-08 17:26:00,Plain Rice,1,2.95,7
10563,2018-04-08 17:26:00,Plain Rice,2,2.95,5
10562,2018-04-08 15:42:00,Pilau Rice,2,2.95,5
10184,2018-04-07 21:01:00,Paratha,1,2.95,5
10182,2018-04-07 19:25:00,Pilau Rice,3,2.95,4
10181,2018-04-07 18:54:00,Raitha,1,2.95,5
10181,2018-04-07 18:54:00,Peshwari Naan,1,2.95,5
10180,2018-04-07 18:04:00,Plain Rice,1,2.95,5
10179,2018-04-07 16:54:00,Plain Rice,1,2.95,4
9802,2018-04-06 19:19:00,Peshwari Naan,1,2.95,5
9801,2018-04-06 19:12:00,Plain Rice,3,2.95,5
9797,2018-04-06 18:33:00,Garlic Naan,1,2.95,5
9794,2018-04-06 17:37:00,Pilau Rice,1,2.95,5
9791,2018-04-06 14:22:00,Pilau Rice,1,2.95,5
9080,2018-04-04 20:10:00,Garlic Naan,1,2.95,6
9080,2018-04-04 20:10:00,Plain Rice,1,2.95,6
9079,2018-04-04 19:06:00,Plain Rice,1,2.95,3
9078,2018-04-04 18:10:00,Garlic Naan,1,2.95,5
9078,2018-04-04 18:10:00,Keema Naan,1,2.95,5
8749,2018-04-03 20:03:00,Keema Naan,2,2.95,4
