Order ID,Order Date,Item Name,Quantity,Product Price,Total products
13320,2017-09-12 19:40:00,Mango Chutney,1,0.5,5
13314,2017-09-12 18:44:00,Mint Sauce,1,0.5,9
13306,2017-09-12 18:13:00,Mint Sauce,2,0.5,10
13305,2017-09-12 18:12:00,Mango Chutney,1,0.5,9
13305,2017-09-12 18:12:00,Red Sauce,1,0.5,9
13304,2017-09-12 18:06:00,Red Sauce,2,0.5,7
13303,2017-09-12 18:02:00,Mango Chutney,2,0.5,7
13303,2017-09-12 18:02:00,Onion Chutney,1,0.5,7
13301,2017-09-12 17:53:00,Mango Chutney,1,0.5,12
13301,2017-09-12 17:53:00,Mint Sauce,1,0.5,12
13296,2017-09-12 17:20:00,Mint Sauce,1,0.5,5
11806,2017-09-17 21:50:00,Mango Chutney,1,0.5,10
11806,2017-09-17 21:50:00,Onion Chutney,2,0.5,10
11804,2017-09-17 20:15:00,Onion Chutney,1,0.5,4
11801,2017-09-17 19:32:00,Onion Chutney,1,0.5,5
11792,2017-09-17 17:41:00,Mango Chutney,2,0.5,8
11790,2017-09-16 21:27:00,Mint Sauce,3,0.5,6
11785,2017-09-16 20:13:00,Mint Sauce,1,0.5,6
11781,2017-09-16 19:03:00,Mint Sauce,1,0.5,9
11780,2017-09-16 18:59:00,Onion Chutney,2,0.5,12
11780,2017-09-16 18:59:00,Mint Sauce,1,0.5,12
11780,2017-09-16 18:59:00,Mango Chutney,1,0.5,12
11778,2017-09-16 18:53:00,Mango Chutney,1,0.5,10
11778,2017-09-16 18:53:00,Onion Chutney,1,0.5,10
11778,2017-09-16 18:53:00,Mint Sauce,1,0.5,10
11776,2017-09-16 18:53:00,Mango Chutney,1,0.5,7
11776,2017-09-16 18:53:00,Red Sauce,1,0.5,7
11774,2017-09-16 18:44:00,Onion Chutney,1,0.5,8
11774,2017-09-16 18:44:00,Mango Chutney,1,0.5,8
11772,2017-09-16 18:37:00,Onion Chutney,1,0.5,6
11772,2017-09-16 18:37:00,Mango Chutney,1,0.5,6
11768,2017-09-16 18:28:00,Mint Sauce,1,0.5,5
11766,2017-09-16 18:28:00,Mint Sauce,1,0.5,4
11765,2017-09-16 18:25:00,Mango Chutney,2,0.5,12
11765,2017-09-16 18:25:00,Mint Sauce,1,0.5,12
11762,2017-09-16 18:01:00,Mango Chutney,1,0.5,13
11762,2017-09-16 18:01:00,Red Sauce,1,0.5,13
11760,2017-09-16 17:50:00,Red Sauce,2,0.5,7
11759,2017-09-16 17:40:00,Mint Sauce,2,0.5,9
11759,2017-09-16 17:40:00,Mango Chutney,1,0.5,9
11754,2017-09-16 17:02:00,Mango Chutney,1,0.5,14
11754,2017-09-16 17:02:00,Mint Sauce,1,0.5,14
11754,2017-09-16 17:02:00,Red Sauce,1,0.5,14
