Order ID,Order Date,Item Name,Quantity,Product Price,Total products
7177,2016-12-18 19:47:00,Mango Chutney,2,0.5,11
7177,2016-12-18 19:47:00,Onion Chutney,1,0.5,11
7177,2016-12-18 19:47:00,Red Sauce,1,0.5,11
7175,2016-12-18 19:15:00,Mint Sauce,2,0.5,9
7172,2016-12-18 18:41:00,Mint Sauce,1,0.5,7
7172,2016-12-18 18:41:00,Red Sauce,1,0.5,7
7170,2016-12-18 18:32:00,Mint Sauce,1,0.5,8
7169,2016-12-18 18:28:00,Lime Pickle,1,0.5,6
7168,2016-12-18 18:10:00,Mango Chutney,1,0.5,9
7168,2016-12-18 18:10:00,Mint Sauce,1,0.5,9
7167,2016-12-18 18:07:00,Mango Chutney,1,0.5,10
7167,2016-12-18 18:07:00,Red Sauce,1,0.5,10
7166,2016-12-18 18:05:00,Onion Chutney,1,0.5,10
7166,2016-12-18 18:05:00,Mango Chutney,1,0.5,10
7164,2016-12-18 18:01:00,Red Sauce,1,0.5,9
7160,2016-12-18 17:29:00,Mango Chutney,1,0.5,6
7156,2016-12-18 17:11:00,Mint Sauce,1,0.5,8
7134,2016-12-17 19:55:00,Mango Chutney,1,0.5,8
7134,2016-12-17 19:55:00,Onion Chutney,1,0.5,8
7132,2016-12-17 19:41:00,Mango Chutney,1,0.5,5
7132,2016-12-17 19:41:00,Onion Chutney,1,0.5,5
7127,2016-12-17 19:04:00,Mint Sauce,1,0.5,6
7125,2016-12-17 18:46:00,Mango Chutney,1,0.5,8
7123,2016-12-17 18:33:00,Mint Sauce,1,0.5,7
7117,2016-12-17 18:18:00,Mint Sauce,1,0.5,10
7117,2016-12-17 18:18:00,Red Sauce,1,0.5,10
7113,2016-12-17 18:04:00,Mango Chutney,1,0.5,7
7110,2016-12-17 17:37:00,Mango Chutney,1,0.5,6
7092,2016-12-16 20:04:00,Mango Chutney,1,0.5,12
7092,2016-12-16 20:04:00,Onion Chutney,1,0.5,12
7092,2016-12-16 20:04:00,Mint Sauce,1,0.5,12
7092,2016-12-16 20:04:00,Lime Pickle,1,0.5,12
7092,2016-12-16 20:04:00,Red Sauce,1,0.5,12
7087,2016-12-16 18:21:00,Mango Chutney,1,0.5,7
7087,2016-12-16 18:21:00,Red Sauce,1,0.5,7
7083,2016-12-16 17:35:00,Mint Sauce,1,0.5,5
7077,2016-12-16 16:35:00,Mango Chutney,1,0.5,13
7077,2016-12-16 16:35:00,Onion Chutney,1,0.5,13
7077,2016-12-16 16:35:00,Red Sauce,1,0.5,13
7076,2016-12-16 16:29:00,Mango Chutney,1,0.5,12
7076,2016-12-16 16:29:00,Onion Chutney,1,0.5,12
7076,2016-12-16 16:29:00,Red Sauce,1,0.5,12
7071,2016-12-15 20:03:00,Mango Chutney,1,0.5,11
7067,2016-12-15 18:52:00,Mango Chutney,1,0.5,7
7067,2016-12-15 18:52:00,Lime Pickle,1,0.5,7
7066,2016-12-15 18:21:00,Mint Sauce,1,0.5,8
7058,2016-12-15 17:12:00,Mango Chutney,2,0.5,12
7056,2016-12-14 20:32:00,Mango Chutney,1,0.5,6
7055,2016-12-14 19:36:00,Mango Chutney,2,0.5,7
7052,2016-12-14 18:37:00,Mango Chutney,1,0.5,8
7051,2016-12-14 18:16:00,Onion Chutney,1,0.5,5
