Order Number,Order Date,Item Name,Quantity,Product Price,Total products
15723,2019-10-07 19:24:00,Mango Chutney,2,0.5,8
15723,2019-10-07 19:24:00,Onion Chutney,1,0.5,8
15721,2019-10-07 18:25:00,Mint Sauce,1,0.5,9
15721,2019-10-07 18:25:00,Lime Pickle,1,0.5,9
15720,2019-10-07 18:17:00,Onion Chutney,1,0.5,6
15720,2019-10-07 18:17:00,Mint Sauce,1,0.5,6
15723,2019-10-07 19:24:00,Plain Papadum,4,0.8,8
15720,2019-10-07 18:17:00,Spicy Papadum,2,0.8,6
15720,2019-10-07 18:17:00,Plain Papadum,2,0.8,6
15719,2019-10-07 18:13:00,Chapati,2,1.95,5
15723,2019-10-07 19:24:00,Plain Naan,2,2.6,8
15721,2019-10-07 18:25:00,Plain Naan,1,2.6,9
15725,2019-10-07 21:33:00,Plain Rice,1,2.95,2
15723,2019-10-07 19:24:00,Plain Rice,1,2.95,8
15721,2019-10-07 18:25:00,Pilau Rice,1,2.95,9
15721,2019-10-07 18:25:00,Peshwari Naan,1,2.95,9
15720,2019-10-07 18:17:00,Plain Rice,1,2.95,6
15719,2019-10-07 18:13:00,Raitha,1,2.95,5
15724,2019-10-07 19:28:00,Masala Sauce,1,3.95,3
15723,2019-10-07 19:24:00,Onion Bhajee,1,3.95,8
15723,2019-10-07 19:24:00,French Fries,1,3.95,8
15721,2019-10-07 18:25:00,Lemon Rice,1,3.95,9
15719,2019-10-07 18:13:00,Meat Samosa,1,3.95,5
15720,2019-10-07 18:17:00,Vindaloo - Chicken,1,7.95,6
15725,2019-10-07 21:33:00,Chicken Tikka Masala,1,8.95,2
15724,2019-10-07 19:28:00,Lamb Tikka (Main),1,8.95,3
15721,2019-10-07 18:25:00,Korma - Chicken,1,8.95,9
15721,2019-10-07 18:25:00,Lamb Tikka Jalfrezi,1,8.95,9
15719,2019-10-07 18:13:00,Sheek Kebab (Main),1,8.95,5
15719,2019-10-07 18:13:00,Chicken Tikka (Main),1,8.95,5
15723,2019-10-07 19:24:00,Chicken Roshni,2,9.95,8
15721,2019-10-07 18:25:00,Chicken Biryani,1,9.95,9
15724,2019-10-07 19:28:00,Chicken Tikka Biryani,1,10.95,3
