Order Number,Order Date,Item Name,Quantity,Product Price,Total products
5548,2017-05-28 19:32:00,Mango Chutney,2,0.5,9
5548,2017-05-28 19:32:00,Onion Chutney,2,0.5,9
5543,2017-05-27 21:14:00,Mango Chutney,1,0.5,5
5539,2017-05-27 20:10:00,Mango Chutney,2,0.5,7
5539,2017-05-27 20:10:00,Onion Chutney,1,0.5,7
5537,2017-05-27 19:48:00,Mango Chutney,1,0.5,6
5536,2017-05-27 19:42:00,Mango Chutney,1,0.5,8
5536,2017-05-27 19:42:00,Mint Sauce,1,0.5,8
5534,2017-05-27 17:57:00,Mint Sauce,1,0.5,7
5531,2017-05-27 17:39:00,Mint Sauce,1,0.5,9
5528,2017-05-26 21:34:00,Red Sauce,1,0.5,10
5528,2017-05-26 21:34:00,Onion Chutney,1,0.5,10
5525,2017-05-26 19:26:00,Mango Chutney,1,0.5,5
5524,2017-05-26 19:24:00,Mango Chutney,1,0.5,6
5521,2017-05-26 18:38:00,Onion Chutney,4,0.5,13
5521,2017-05-26 18:38:00,Mint Sauce,2,0.5,13
5521,2017-05-26 18:38:00,Mango Chutney,1,0.5,13
5511,2017-05-25 19:12:00,Onion Chutney,1,0.5,8
5511,2017-05-25 19:12:00,Mango Chutney,2,0.5,8
5510,2017-05-25 18:50:00,Red Sauce,1,0.5,8
5510,2017-05-25 18:50:00,Lime Pickle,1,0.5,8
5509,2017-05-25 18:27:00,Mango Chutney,1,0.5,7
5507,2017-05-25 17:46:00,Mint Sauce,1,0.5,5
5496,2017-05-23 18:45:00,Mango Chutney,1,0.5,7
5496,2017-05-23 18:45:00,Mint Sauce,1,0.5,7
5548,2017-05-28 19:32:00,Plain Papadum,5,0.8,9
5546,2017-05-28 18:32:00,Plain Papadum,2,0.8,5
5544,2017-05-28 17:46:00,Plain Papadum,2,0.8,5
5543,2017-05-27 21:14:00,Plain Papadum,3,0.8,5
5539,2017-05-27 20:10:00,Spicy Papadum,1,0.8,7
5534,2017-05-27 17:57:00,Plain Papadum,4,0.8,7
5531,2017-05-27 17:39:00,Plain Papadum,6,0.8,9
5527,2017-05-26 20:54:00,Plain Papadum,2,0.8,5
5526,2017-05-26 20:09:00,Plain Papadum,2,0.8,5
5523,2017-05-26 19:13:00,Plain Papadum,3,0.8,6
5521,2017-05-26 18:38:00,Plain Papadum,6,0.8,13
5518,2017-05-26 18:07:00,Plain Papadum,2,0.8,7
5518,2017-05-26 18:07:00,Spicy Papadum,1,0.8,7
5517,2017-05-26 16:49:00,Plain Papadum,3,0.8,6
5511,2017-05-25 19:12:00,Plain Papadum,4,0.8,8
5510,2017-05-25 18:50:00,Plain Papadum,5,0.8,8
5496,2017-05-23 18:45:00,Plain Papadum,1,0.8,7
5549,2017-05-28 19:44:00,Chapati,3,1.95,5
5535,2017-05-27 19:23:00,Puree,2,1.95,4
5530,2017-05-27 17:38:00,Chapati,4,1.95,10
5528,2017-05-26 21:34:00,Chapati,1,1.95,10
5516,2017-05-26 11:58:00,Chapati,1,1.95,4
5503,2017-05-24 18:56:00,Chapati,1,1.95,10
5503,2017-05-24 18:56:00,Puree,1,1.95,10
5502,2017-05-24 17:50:00,Puree,1,1.95,5
5547,2017-05-28 18:38:00,Plain Naan,1,2.6,5
5537,2017-05-27 19:48:00,Plain Naan,1,2.6,6
5536,2017-05-27 19:42:00,Plain Naan,1,2.6,8
5533,2017-05-27 17:55:00,Plain Naan,1,2.6,5
5530,2017-05-27 17:38:00,Plain Naan,1,2.6,10
5525,2017-05-26 19:26:00,Plain Naan,1,2.6,5
5524,2017-05-26 19:24:00,Plain Naan,1,2.6,6
5518,2017-05-26 18:07:00,Plain Naan,1,2.6,7
5517,2017-05-26 16:49:00,Plain Naan,2,2.6,6
5516,2017-05-26 11:58:00,Plain Naan,1,2.6,4
5515,2017-05-25 21:14:00,Tandoori Roti,1,2.6,4
5511,2017-05-25 19:12:00,Plain Naan,1,2.6,8
5504,2017-05-24 19:08:00,Plain Naan,1,2.6,3
5503,2017-05-24 18:56:00,Plain Naan,1,2.6,10
5502,2017-05-24 17:50:00,Tandoori Roti,1,2.6,5
5501,2017-05-24 17:46:00,Plain Naan,1,2.6,6
5500,2017-05-24 17:23:00,Plain Naan,2,2.6,6
5493,2017-05-23 12:55:00,Plain Naan,1,2.6,7
5550,2017-05-28 20:29:00,Garlic Naan,1,2.95,4
5549,2017-05-28 19:44:00,Garlic Naan,4,2.95,5
5548,2017-05-28 19:32:00,Pilau Rice,3,2.95,9
5548,2017-05-28 19:32:00,Garlic Naan,3,2.95,9
5547,2017-05-28 18:38:00,Pilau Rice,1,2.95,5
5546,2017-05-28 18:32:00,Pilau Rice,2,2.95,5
5545,2017-05-28 18:02:00,Paratha,1,2.95,5
5544,2017-05-28 17:46:00,Pilau Rice,2,2.95,5
5543,2017-05-27 21:14:00,Plain Rice,1,2.95,5
5543,2017-05-27 21:14:00,Peshwari Naan,1,2.95,5
5542,2017-05-27 21:11:00,Garlic Naan,1,2.95,3
5541,2017-05-27 20:41:00,Keema Naan,1,2.95,6
5541,2017-05-27 20:41:00,Pilau Rice,2,2.95,6
5540,2017-05-27 20:20:00,Garlic Naan,1,2.95,4
5540,2017-05-27 20:20:00,Pilau Rice,1,2.95,4
5539,2017-05-27 20:10:00,Pilau Rice,1,2.95,7
5538,2017-05-27 20:02:00,Plain Rice,1,2.95,6
5538,2017-05-27 20:02:00,Keema Naan,1,2.95,6
5537,2017-05-27 19:48:00,Pilau Rice,1,2.95,6
5536,2017-05-27 19:42:00,Plain Rice,1,2.95,8
5536,2017-05-27 19:42:00,Peshwari Naan,1,2.95,8
5534,2017-05-27 17:57:00,Pilau Rice,1,2.95,7
5534,2017-05-27 17:57:00,Paratha,1,2.95,7
5533,2017-05-27 17:55:00,Garlic Naan,1,2.95,5
5532,2017-05-27 17:49:00,Pilau Rice,2,2.95,6
5532,2017-05-27 17:49:00,Garlic Naan,1,2.95,6
5531,2017-05-27 17:39:00,Keema Naan,1,2.95,9
5531,2017-05-27 17:39:00,Peshwari Naan,1,2.95,9
5531,2017-05-27 17:39:00,Pilau Rice,1,2.95,9
5530,2017-05-27 17:38:00,Keema Naan,1,2.95,10
5530,2017-05-27 17:38:00,Pilau Rice,2,2.95,10
5528,2017-05-26 21:34:00,Plain Rice,1,2.95,10
5525,2017-05-26 19:26:00,Pilau Rice,1,2.95,5
5524,2017-05-26 19:24:00,Pilau Rice,1,2.95,6
5523,2017-05-26 19:13:00,Pilau Rice,3,2.95,6
5522,2017-05-26 19:04:00,Peshwari Naan,2,2.95,10
5522,2017-05-26 19:04:00,Pilau Rice,2,2.95,10
5522,2017-05-26 19:04:00,Lemonade 1.5 ltr,1,2.95,10
5521,2017-05-26 18:38:00,Pilau Rice,1,2.95,13
5521,2017-05-26 18:38:00,Green Salad,1,2.95,13
5520,2017-05-26 18:26:00,Plain Rice,1,2.95,3
5518,2017-05-26 18:07:00,Pilau Rice,1,2.95,7
