Order ID,Order Date,Item Name,Quantity,Product Price,Total products
22209,2019-02-24 20:14:00,Mint Sauce,1,0.5,10
22199,2019-02-24 18:03:00,Onion Chutney,1,0.5,8
22199,2019-02-24 18:03:00,Mango Chutney,1,0.5,8
22198,2019-02-24 17:45:00,Mango Chutney,1,0.5,9
22198,2019-02-24 17:45:00,Red Sauce,1,0.5,9
22193,2019-02-24 17:31:00,Mint Sauce,1,0.5,7
22193,2019-02-24 17:31:00,Red Sauce,1,0.5,7
22189,2019-02-23 21:04:00,Mango Chutney,1,0.5,6
22188,2019-02-23 20:34:00,Onion Chutney,1,0.5,9
22188,2019-02-23 20:34:00,Mint Sauce,2,0.5,9
22188,2019-02-23 20:34:00,Red Sauce,1,0.5,9
22181,2019-02-23 19:42:00,Mint Sauce,1,0.5,9
22181,2019-02-23 19:42:00,Red Sauce,1,0.5,9
22181,2019-02-23 19:42:00,Onion Chutney,2,0.5,9
22180,2019-02-23 19:40:00,Mint Sauce,1,0.5,6
22178,2019-02-23 19:36:00,Red Sauce,1,0.5,4
22177,2019-02-23 19:32:00,Mint Sauce,2,0.5,8
22167,2019-02-23 19:10:00,Mint Sauce,1,0.5,8
22165,2019-02-23 19:05:00,Mango Chutney,1,0.5,6
22164,2019-02-23 19:01:00,Onion Chutney,2,0.5,4
22162,2019-02-23 18:52:00,Red Sauce,1,0.5,7
22157,2019-02-23 18:27:00,Onion Chutney,1,0.5,8
22157,2019-02-23 18:27:00,Mango Chutney,1,0.5,8
22154,2019-02-23 18:18:00,Mango Chutney,1,0.5,6
22154,2019-02-23 18:18:00,Onion Chutney,1,0.5,6
22149,2019-02-23 18:09:00,Mango Chutney,1,0.5,5
22147,2019-02-23 18:05:00,Mint Sauce,2,0.5,9
22147,2019-02-23 18:05:00,Mango Chutney,1,0.5,9
22146,2019-02-23 18:04:00,Lime Pickle,1,0.5,7
22144,2019-02-23 17:50:00,Mango Chutney,1,0.5,10
22140,2019-02-23 16:46:00,Mango Chutney,1,0.5,6
22139,2019-02-23 16:37:00,Onion Chutney,1,0.5,6
22134,2019-02-22 21:11:00,Mango Chutney,1,0.5,5
22131,2019-02-22 20:16:00,Red Sauce,1,0.5,11
22129,2019-02-22 19:57:00,Onion Chutney,1,0.5,11
22129,2019-02-22 19:57:00,Mango Chutney,1,0.5,11
22127,2019-02-22 19:51:00,Onion Chutney,1,0.5,6
22123,2019-02-22 19:02:00,Mango Chutney,1,0.5,7
22122,2019-02-22 18:59:00,Onion Chutney,1,0.5,7
22122,2019-02-22 18:59:00,Mint Sauce,1,0.5,7
22116,2019-02-22 18:21:00,Mango Chutney,1,0.5,9
22116,2019-02-22 18:21:00,Mint Sauce,2,0.5,9
22113,2019-02-22 17:54:00,Mango Chutney,2,0.5,6
22112,2019-02-22 17:48:00,Mint Sauce,3,0.5,8
22112,2019-02-22 17:48:00,Mango Chutney,1,0.5,8
22107,2019-02-21 19:52:00,Red Sauce,1,0.5,8
22107,2019-02-21 19:52:00,Mango Chutney,1,0.5,8
22104,2019-02-21 18:56:00,Onion Chutney,2,0.5,5
22098,2019-02-21 17:44:00,Red Sauce,1,0.5,4
22096,2019-02-21 17:03:00,Onion Chutney,1,0.5,6
22094,2019-02-21 15:50:00,Mango Chutney,1,0.5,11
22094,2019-02-21 15:50:00,Onion Chutney,1,0.5,11
22094,2019-02-21 15:50:00,Mint Sauce,1,0.5,11
22094,2019-02-21 15:50:00,Lime Pickle,1,0.5,11
22094,2019-02-21 15:50:00,Red Sauce,1,0.5,11
22092,2019-02-21 14:12:00,Mango Chutney,1,0.5,11
22092,2019-02-21 14:12:00,Onion Chutney,1,0.5,11
22092,2019-02-21 14:12:00,Mint Sauce,1,0.5,11
22092,2019-02-21 14:12:00,Lime Pickle,1,0.5,11
22092,2019-02-21 14:12:00,Red Sauce,1,0.5,11
22091,2019-02-21 13:18:00,Onion Chutney,1,0.5,6
22091,2019-02-21 13:18:00,Mint Sauce,1,0.5,6
22090,2019-02-21 13:16:00,Onion Chutney,1,0.5,6
22090,2019-02-21 13:16:00,Mint Sauce,1,0.5,6
22085,2019-02-20 21:20:00,Mango Chutney,1,0.5,3
22084,2019-02-20 20:24:00,Mango Chutney,1,0.5,6
22080,2019-02-20 18:42:00,Red Sauce,1,0.5,10
22078,2019-02-20 17:55:00,Mango Chutney,1,0.5,8
22076,2019-02-19 20:40:00,Mint Sauce,2,0.5,5
22074,2019-02-19 19:44:00,Red Sauce,1,0.5,7
22070,2019-02-19 18:20:00,Mango Chutney,1,0.5,10
22068,2019-02-19 18:19:00,Mango Chutney,2,0.5,7
22068,2019-02-19 18:19:00,Red Sauce,1,0.5,7
22067,2019-02-19 18:19:00,Mint Sauce,1,0.5,6
22067,2019-02-19 18:19:00,Lime Pickle,1,0.5,6
22066,2019-02-19 18:18:00,Mint Sauce,3,0.5,8
22065,2019-02-19 17:55:00,Mint Sauce,1,0.5,8
22063,2019-02-19 17:50:00,Mint Sauce,2,0.5,8
22063,2019-02-19 17:50:00,Onion Chutney,1,0.5,8
22053,2019-02-18 19:03:00,Mango Chutney,2,0.5,9
22053,2019-02-18 19:03:00,Mint Sauce,1,0.5,9
22051,2019-02-18 18:04:00,Red Sauce,1,0.5,10
22051,2019-02-18 18:04:00,Mango Chutney,1,0.5,10
22051,2019-02-18 18:04:00,Mint Sauce,1,0.5,10
22050,2019-02-18 17:36:00,Onion Chutney,2,0.5,10
22050,2019-02-18 17:36:00,Red Sauce,1,0.5,10
22209,2019-02-24 20:14:00,Plain Papadum,4,0.8,10
22204,2019-02-24 19:20:00,Plain Papadum,4,0.8,7
22199,2019-02-24 18:03:00,Plain Papadum,1,0.8,8
22198,2019-02-24 17:45:00,Plain Papadum,4,0.8,9
22197,2019-02-24 17:39:00,Plain Papadum,4,0.8,9
22193,2019-02-24 17:31:00,Plain Papadum,4,0.8,7
22189,2019-02-23 21:04:00,Plain Papadum,1,0.8,6
22188,2019-02-23 20:34:00,Plain Papadum,2,0.8,9
22181,2019-02-23 19:42:00,Plain Papadum,4,0.8,9
22177,2019-02-23 19:32:00,Plain Papadum,6,0.8,8
22167,2019-02-23 19:10:00,Plain Papadum,1,0.8,8
22166,2019-02-23 19:08:00,Plain Papadum,4,0.8,6
22165,2019-02-23 19:05:00,Plain Papadum,2,0.8,6
22162,2019-02-23 18:52:00,Plain Papadum,1,0.8,7
22157,2019-02-23 18:27:00,Plain Papadum,4,0.8,8
22154,2019-02-23 18:18:00,Spicy Papadum,2,0.8,6
22151,2019-02-23 18:14:00,Plain Papadum,1,0.8,4
22149,2019-02-23 18:09:00,Plain Papadum,3,0.8,5
22147,2019-02-23 18:05:00,Plain Papadum,5,0.8,9
22146,2019-02-23 18:04:00,Plain Papadum,1,0.8,7
22145,2019-02-23 18:03:00,Plain Papadum,3,0.8,4
22144,2019-02-23 17:50:00,Plain Papadum,1,0.8,10
22140,2019-02-23 16:46:00,Plain Papadum,1,0.8,6
22136,2019-02-23 12:38:00,Plain Papadum,1,0.8,3
22134,2019-02-22 21:11:00,Plain Papadum,1,0.8,5
22131,2019-02-22 20:16:00,Plain Papadum,2,0.8,11
22130,2019-02-22 19:58:00,Plain Papadum,4,0.8,5
22129,2019-02-22 19:57:00,Plain Papadum,1,0.8,11
22125,2019-02-22 19:44:00,Plain Papadum,1,0.8,4
22123,2019-02-22 19:02:00,Plain Papadum,1,0.8,7
22122,2019-02-22 18:59:00,Plain Papadum,2,0.8,7
22120,2019-02-22 18:42:00,Plain Papadum,2,0.8,9
22116,2019-02-22 18:21:00,Plain Papadum,2,0.8,9
22112,2019-02-22 17:48:00,Plain Papadum,2,0.8,8
22107,2019-02-21 19:52:00,Plain Papadum,1,0.8,8
22096,2019-02-21 17:03:00,Spicy Papadum,2,0.8,6
22094,2019-02-21 15:50:00,Plain Papadum,1,0.8,11
22094,2019-02-21 15:50:00,Spicy Papadum,1,0.8,11
22092,2019-02-21 14:12:00,Plain Papadum,1,0.8,11
22092,2019-02-21 14:12:00,Spicy Papadum,1,0.8,11
22080,2019-02-20 18:42:00,Plain Papadum,5,0.8,10
22079,2019-02-20 18:11:00,Plain Papadum,1,0.8,4
22078,2019-02-20 17:55:00,Plain Papadum,5,0.8,8
22070,2019-02-19 18:20:00,Plain Papadum,4,0.8,10
22068,2019-02-19 18:19:00,Plain Papadum,4,0.8,7
22067,2019-02-19 18:19:00,Plain Papadum,2,0.8,6
22065,2019-02-19 17:55:00,Plain Papadum,1,0.8,8
22063,2019-02-19 17:50:00,Plain Papadum,6,0.8,8
22053,2019-02-18 19:03:00,Plain Papadum,5,0.8,9
22051,2019-02-18 18:04:00,Plain Papadum,2,0.8,10
22050,2019-02-18 17:36:00,Plain Papadum,2,0.8,10
22211,2019-02-24 20:51:00,Chapati,2,1.95,9
22202,2019-02-24 18:59:00,Chapati,1,1.95,6
22195,2019-02-24 17:36:00,Chapati,3,1.95,3
22184,2019-02-23 19:44:00,Chapati,1,1.95,9
22177,2019-02-23 19:32:00,Chapati,6,1.95,8
22163,2019-02-23 18:53:00,Chapati,1,1.95,14
22129,2019-02-22 19:57:00,Chapati,2,1.95,11
22127,2019-02-22 19:51:00,Chapati,1,1.95,6
22118,2019-02-22 18:32:00,Chapati,3,1.95,16
22114,2019-02-22 18:01:00,Chapati,2,1.95,8
22112,2019-02-22 17:48:00,Chapati,2,1.95,8
22099,2019-02-21 17:50:00,Chapati,3,1.95,3
22094,2019-02-21 15:50:00,Dahi,1,1.95,11
22092,2019-02-21 14:12:00,Dahi,1,1.95,11
22082,2019-02-20 19:18:00,Chapati,2,1.95,6
22081,2019-02-20 19:03:00,Chapati,1,1.95,6
22209,2019-02-24 20:14:00,Naan,2,2.5,10
22204,2019-02-24 19:20:00,Naan,1,2.5,7
22201,2019-02-24 18:41:00,Naan,2,2.5,6
22197,2019-02-24 17:39:00,Naan,1,2.5,9
22194,2019-02-24 17:33:00,Naan,3,2.5,5
22188,2019-02-23 20:34:00,Naan,1,2.5,9
22182,2019-02-23 19:42:00,Naan,1,2.5,6
22180,2019-02-23 19:40:00,Naan,1,2.5,6
22170,2019-02-23 19:16:00,Naan,1,2.5,7
22166,2019-02-23 19:08:00,Naan,1,2.5,6
22163,2019-02-23 18:53:00,Naan,1,2.5,14
22158,2019-02-23 18:29:00,Naan,1,2.5,3
22157,2019-02-23 18:27:00,Naan,1,2.5,8
22155,2019-02-23 18:22:00,Naan,1,2.5,6
22153,2019-02-23 18:15:00,Naan,2,2.5,5
22150,2019-02-23 18:12:00,Naan,1,2.5,5
