Order Number,Order Date,Item Name,Quantity,Product Price,Total products
2202,2016-03-28 19:58:00,Onion Chutney,1,0.5,7
2201,2016-03-28 19:28:00,Onion Chutney,1,0.5,4
2197,2016-03-28 18:29:00,Onion Chutney,1,0.5,7
2197,2016-03-28 18:29:00,Mint Sauce,1,0.5,7
2211,2016-03-30 21:19:00,Plain Papadum,2,0.8,7
2209,2016-03-30 16:03:00,Plain Papadum,4,0.8,7
2202,2016-03-28 19:58:00,Plain Papadum,4,0.8,7
2201,2016-03-28 19:28:00,Plain Papadum,2,0.8,4
2197,2016-03-28 18:29:00,Plain Papadum,3,0.8,7
2196,2016-03-28 18:11:00,Plain Papadum,4,0.8,6
2211,2016-03-30 21:19:00,Puree,1,1.95,7
2199,2016-03-28 18:52:00,Chapati,1,1.95,9
2211,2016-03-30 21:19:00,Plain Naan,1,2.6,7
2208,2016-03-29 22:07:00,Plain Naan,1,2.6,4
2205,2016-03-29 19:39:00,Plain Naan,3,2.6,15
2202,2016-03-28 19:58:00,Plain Naan,1,2.6,7
2200,2016-03-28 19:06:00,Plain Naan,1,2.6,5
2199,2016-03-28 18:52:00,Plain Naan,1,2.6,9
2198,2016-03-28 18:51:00,Plain Naan,1,2.6,5
2196,2016-03-28 18:11:00,Plain Naan,3,2.6,6
2213,2016-03-31 18:53:00,Pilau Rice,1,2.95,3
2213,2016-03-31 18:53:00,Keema Naan,1,2.95,3
2210,2016-03-30 18:59:00,Peshwari Naan,1,2.95,5
2210,2016-03-30 18:59:00,Plain Rice,1,2.95,5
2209,2016-03-30 16:03:00,Pilau Rice,2,2.95,7
2209,2016-03-30 16:03:00,Garlic Naan,1,2.95,7
2209,2016-03-30 16:03:00,Peshwari Naan,1,2.95,7
2208,2016-03-29 22:07:00,Pilau Rice,1,2.95,4
2207,2016-03-29 20:56:00,Kulcha Naan,1,2.95,4
2205,2016-03-29 19:39:00,Keema Naan,1,2.95,15
2205,2016-03-29 19:39:00,Plain Rice,2,2.95,15
2205,2016-03-29 19:39:00,Peshwari Naan,1,2.95,15
2205,2016-03-29 19:39:00,Pilau Rice,2,2.95,15
2205,2016-03-29 19:39:00,Coke 1.5 ltr,2,2.95,15
2203,2016-03-29 18:10:00,Garlic Naan,1,2.95,5
