Order Number,Order Date,Item Name,Quantity,Product Price,Total products
4028,2016-12-18 19:04:00,Onion Chutney,1,0.5,6
4028,2016-12-18 19:04:00,Mango Chutney,1,0.5,6
4026,2016-12-18 18:03:00,Mango Chutney,2,0.5,8
4026,2016-12-18 18:03:00,Mint Sauce,1,0.5,8
4025,2016-12-18 17:50:00,Mango Chutney,1,0.5,5
4022,2016-12-18 16:59:00,Mango Chutney,1,0.5,8
4022,2016-12-18 16:59:00,Mint Sauce,1,0.5,8
4021,2016-12-18 11:50:00,Mint Sauce,2,0.5,6
4020,2016-12-18 11:40:00,Mint Sauce,2,0.5,6
4019,2016-12-17 22:45:00,Mint Sauce,1,0.5,6
4018,2016-12-17 21:47:00,Mango Chutney,1,0.5,7
4018,2016-12-17 21:47:00,Mint Sauce,1,0.5,7
4015,2016-12-17 20:14:00,Mint Sauce,3,0.5,3
4015,2016-12-17 20:14:00,Lime Pickle,1,0.5,3
4011,2016-12-17 19:01:00,Mango Chutney,1,0.5,8
4006,2016-12-17 18:18:00,Mango Chutney,1,0.5,12
4006,2016-12-17 18:18:00,Onion Chutney,1,0.5,12
4006,2016-12-17 18:18:00,Mint Sauce,1,0.5,12
4006,2016-12-17 18:18:00,Lime Pickle,1,0.5,12
4006,2016-12-17 18:18:00,Red Sauce,1,0.5,12
4001,2016-12-17 14:51:00,Lime Pickle,1,0.5,9
4001,2016-12-17 14:51:00,Onion Chutney,1,0.5,9
4001,2016-12-17 14:51:00,Mango Chutney,1,0.5,9
3997,2016-12-16 19:23:00,Mint Sauce,1,0.5,7
3997,2016-12-16 19:23:00,Mango Chutney,1,0.5,7
3994,2016-12-16 18:59:00,Mango Chutney,2,0.5,8
3994,2016-12-16 18:59:00,Onion Chutney,1,0.5,8
3989,2016-12-16 17:21:00,Red Sauce,1,0.5,11
3989,2016-12-16 17:21:00,Mango Chutney,1,0.5,11
3989,2016-12-16 17:21:00,Onion Chutney,1,0.5,11
3987,2016-12-16 16:54:00,Mint Sauce,1,0.5,8
3986,2016-12-16 13:02:00,Mint Sauce,2,0.5,7
3985,2016-12-15 20:28:00,Onion Chutney,2,0.5,7
3985,2016-12-15 20:28:00,Red Sauce,1,0.5,7
3982,2016-12-15 19:40:00,Lime Pickle,1,0.5,10
3976,2016-12-15 08:35:00,Mint Sauce,1,0.5,35
3971,2016-12-13 17:55:00,Mango Chutney,2,0.5,8
3967,2016-12-12 19:43:00,Mango Chutney,2,0.5,11
4029,2016-12-18 19:06:00,Plain Papadum,2,0.8,4
4028,2016-12-18 19:04:00,Plain Papadum,4,0.8,6
4026,2016-12-18 18:03:00,Plain Papadum,6,0.8,8
4025,2016-12-18 17:50:00,Plain Papadum,3,0.8,5
4022,2016-12-18 16:59:00,Plain Papadum,3,0.8,8
4021,2016-12-18 11:50:00,Plain Papadum,3,0.8,6
4021,2016-12-18 11:50:00,Spicy Papadum,1,0.8,6
4020,2016-12-18 11:40:00,Plain Papadum,3,0.8,6
4020,2016-12-18 11:40:00,Spicy Papadum,2,0.8,6
4019,2016-12-17 22:45:00,Plain Papadum,1,0.8,6
4018,2016-12-17 21:47:00,Plain Papadum,4,0.8,7
4011,2016-12-17 19:01:00,Plain Papadum,3,0.8,8
4006,2016-12-17 18:18:00,Plain Papadum,2,0.8,12
4001,2016-12-17 14:51:00,Plain Papadum,4,0.8,9
3997,2016-12-16 19:23:00,Spicy Papadum,2,0.8,7
3994,2016-12-16 18:59:00,Plain Papadum,5,0.8,8
3993,2016-12-16 18:57:00,Plain Papadum,3,0.8,4
3989,2016-12-16 17:21:00,Spicy Papadum,1,0.8,11
3989,2016-12-16 17:21:00,Plain Papadum,1,0.8,11
3987,2016-12-16 16:54:00,Plain Papadum,2,0.8,8
3986,2016-12-16 13:02:00,Plain Papadum,4,0.8,7
3985,2016-12-15 20:28:00,Plain Papadum,2,0.8,7
3985,2016-12-15 20:28:00,Spicy Papadum,1,0.8,7
3980,2016-12-15 18:17:00,Plain Papadum,4,0.8,9
3977,2016-12-15 12:04:00,Plain Papadum,3,0.8,10
3976,2016-12-15 08:35:00,Plain Papadum,6,0.8,35
3971,2016-12-13 17:55:00,Plain Papadum,10,0.8,8
3967,2016-12-12 19:43:00,Plain Papadum,7,0.8,11
3966,2016-12-12 19:22:00,Spicy Papadum,1,0.8,16
4024,2016-12-18 17:36:00,Chapati,4,1.95,6
4006,2016-12-17 18:18:00,Chapati,3,1.95,12
3992,2016-12-16 18:52:00,Chapati,1,1.95,5
3988,2016-12-16 17:16:00,Chapati,1,1.95,6
3983,2016-12-15 19:51:00,Chapati,1,1.95,4
3977,2016-12-15 12:04:00,Puree,1,1.95,10
3976,2016-12-15 08:35:00,Chapati,2,1.95,35
3965,2016-12-12 18:01:00,Chapati,1,1.95,3
4030,2016-12-18 19:23:00,Plain Naan,1,2.6,4
4021,2016-12-18 11:50:00,Plain Naan,1,2.6,6
4020,2016-12-18 11:40:00,Plain Naan,1,2.6,6
4019,2016-12-17 22:45:00,Tandoori Roti,1,2.6,6
4017,2016-12-17 20:54:00,Plain Naan,1,2.6,7
4016,2016-12-17 20:29:00,Plain Naan,1,2.6,7
4012,2016-12-17 19:02:00,Plain Naan,2,2.6,3
4008,2016-12-17 18:24:00,Plain Naan,1,2.6,7
4007,2016-12-17 18:22:00,Plain Naan,1,2.6,7
4001,2016-12-17 14:51:00,Plain Naan,1,2.6,9
4000,2016-12-16 21:01:00,Plain Naan,2,2.6,3
3999,2016-12-16 19:53:00,Tandoori Roti,2,2.6,4
3996,2016-12-16 19:16:00,Plain Naan,1,2.6,4
3994,2016-12-16 18:59:00,Plain Naan,1,2.6,8
3992,2016-12-16 18:52:00,Plain Naan,1,2.6,5
3988,2016-12-16 17:16:00,Plain Naan,1,2.6,6
3987,2016-12-16 16:54:00,Plain Naan,1,2.6,8
3984,2016-12-15 20:08:00,Plain Naan,1,2.6,5
3980,2016-12-15 18:17:00,Plain Naan,1,2.6,9
3977,2016-12-15 12:04:00,Plain Naan,2,2.6,10
3976,2016-12-15 08:35:00,Plain Naan,2,2.6,35
3976,2016-12-15 08:35:00,Tandoori Roti,2,2.6,35
3971,2016-12-13 17:55:00,Plain Naan,3,2.6,8
3967,2016-12-12 19:43:00,Tandoori Roti,1,2.6,11
3967,2016-12-12 19:43:00,Plain Naan,1,2.6,11
4030,2016-12-18 19:23:00,Pilau Rice,1,2.95,4
4029,2016-12-18 19:06:00,Plain Rice,1,2.95,4
4029,2016-12-18 19:06:00,Coke 1.5 ltr,1,2.95,4
4028,2016-12-18 19:04:00,Plain Rice,1,2.95,6
4026,2016-12-18 18:03:00,Pilau Rice,1,2.95,8
4025,2016-12-18 17:50:00,Peshwari Naan,1,2.95,5
4025,2016-12-18 17:50:00,Plain Rice,1,2.95,5
4023,2016-12-18 17:01:00,Pilau Rice,1,2.95,8
4023,2016-12-18 17:01:00,Plain Rice,1,2.95,8
4023,2016-12-18 17:01:00,Garlic Naan,1,2.95,8
4022,2016-12-18 16:59:00,Pilau Rice,1,2.95,8
4019,2016-12-17 22:45:00,Pilau Rice,1,2.95,6
4019,2016-12-17 22:45:00,Keema Naan,1,2.95,6
4018,2016-12-17 21:47:00,Pilau Rice,1,2.95,7
4017,2016-12-17 20:54:00,Paratha,1,2.95,7
4016,2016-12-17 20:29:00,Paratha,1,2.95,7
4014,2016-12-17 20:05:00,Pilau Rice,1,2.95,4
4014,2016-12-17 20:05:00,Garlic Naan,1,2.95,4
4013,2016-12-17 19:39:00,Keema Naan,1,2.95,6
4013,2016-12-17 19:39:00,Paratha,1,2.95,6
