Order Number,Order Date,Item Name,Quantity,Product Price,Total products
16030,2019-07-28 20:00:00,Mango Chutney,1,0.5,9
16030,2019-07-28 20:00:00,Mint Sauce,1,0.5,9
16030,2019-07-28 20:00:00,Onion Chutney,1,0.5,9
16027,2019-07-28 19:29:00,Onion Chutney,1,0.5,5
16026,2019-07-28 19:29:00,Mango Chutney,1,0.5,7
16026,2019-07-28 19:29:00,Mint Sauce,1,0.5,7
16020,2019-07-28 17:58:00,Mango Chutney,1,0.5,6
16020,2019-07-28 17:58:00,Mint Sauce,1,0.5,6
16019,2019-07-28 17:41:00,Mango Chutney,1,0.5,6
16017,2019-07-28 17:10:00,Mango Chutney,1,0.5,7
16011,2019-07-27 20:28:00,Mango Chutney,1,0.5,10
16011,2019-07-27 20:28:00,Mint Sauce,1,0.5,10
16009,2019-07-27 19:49:00,Mango Chutney,2,0.5,11
16009,2019-07-27 19:49:00,Lime Pickle,1,0.5,11
16008,2019-07-27 19:36:00,Mango Chutney,1,0.5,6
16007,2019-07-27 19:35:00,Mint Sauce,1,0.5,9
16007,2019-07-27 19:35:00,Red Sauce,1,0.5,9
16006,2019-07-27 19:35:00,Mint Sauce,1,0.5,5
16006,2019-07-27 19:35:00,Mango Chutney,1,0.5,5
16005,2019-07-27 19:23:00,Mint Sauce,2,0.5,17
16002,2019-07-27 18:56:00,Mango Chutney,1,0.5,10
16002,2019-07-27 18:56:00,Mint Sauce,1,0.5,10
15998,2019-07-27 18:18:00,Mango Chutney,1,0.5,7
15996,2019-07-27 18:11:00,Mango Chutney,1,0.5,8
15995,2019-07-27 18:01:00,Mint Sauce,1,0.5,10
15995,2019-07-27 18:01:00,Mango Chutney,1,0.5,10
15990,2019-07-27 16:55:00,Onion Chutney,2,0.5,13
15990,2019-07-27 16:55:00,Red Sauce,2,0.5,13
15990,2019-07-27 16:55:00,Mint Sauce,2,0.5,13
15990,2019-07-27 16:55:00,Mango Chutney,1,0.5,13
15990,2019-07-27 16:55:00,Lime Pickle,1,0.5,13
15985,2019-07-26 20:42:00,Mint Sauce,1,0.5,6
15980,2019-07-26 19:51:00,Mango Chutney,1,0.5,6
15979,2019-07-26 19:42:00,Mango Chutney,1,0.5,6
15979,2019-07-26 19:42:00,Red Sauce,1,0.5,6
15978,2019-07-26 19:42:00,Red Sauce,1,0.5,10
15978,2019-07-26 19:42:00,Mango Chutney,1,0.5,10
15978,2019-07-26 19:42:00,Mint Sauce,1,0.5,10
15977,2019-07-26 19:33:00,Red Sauce,1,0.5,10
15977,2019-07-26 19:33:00,Mango Chutney,1,0.5,10
15977,2019-07-26 19:33:00,Mint Sauce,1,0.5,10
15973,2019-07-26 19:12:00,Mint Sauce,1,0.5,9
15973,2019-07-26 19:12:00,Red Sauce,1,0.5,9
15967,2019-07-26 18:32:00,Mango Chutney,1,0.5,7
15966,2019-07-26 18:14:00,Mango Chutney,1,0.5,7
15966,2019-07-26 18:14:00,Lime Pickle,1,0.5,7
15965,2019-07-26 17:56:00,Mango Chutney,1,0.5,7
15964,2019-07-26 17:46:00,Mint Sauce,2,0.5,11
15964,2019-07-26 17:46:00,Onion Chutney,1,0.5,11
15964,2019-07-26 17:46:00,Red Sauce,1,0.5,11
15964,2019-07-26 17:46:00,Lime Pickle,1,0.5,11
15955,2019-07-25 19:51:00,Onion Chutney,1,0.5,6
15955,2019-07-25 19:51:00,Red Sauce,1,0.5,6
15954,2019-07-25 19:50:00,Mango Chutney,2,0.5,5
15951,2019-07-25 19:11:00,Mint Sauce,1,0.5,8
15951,2019-07-25 19:11:00,Mango Chutney,1,0.5,8
15947,2019-07-25 17:23:00,Lime Pickle,1,0.5,5
15945,2019-07-24 23:08:00,Mango Chutney,1,0.5,11
15945,2019-07-24 23:08:00,Mint Sauce,1,0.5,11
15945,2019-07-24 23:08:00,Onion Chutney,1,0.5,11
15935,2019-07-23 21:30:00,Mint Sauce,1,0.5,9
15934,2019-07-23 19:54:00,Mango Chutney,2,0.5,3
15931,2019-07-23 19:26:00,Red Sauce,1,0.5,6
15931,2019-07-23 19:26:00,Mint Sauce,1,0.5,6
15925,2019-07-22 20:14:00,Onion Chutney,1,0.5,6
15925,2019-07-22 20:14:00,Mint Sauce,1,0.5,6
15925,2019-07-22 20:14:00,Red Sauce,1,0.5,6
16030,2019-07-28 20:00:00,Plain Papadum,4,0.8,9
16027,2019-07-28 19:29:00,Spicy Papadum,2,0.8,5
16026,2019-07-28 19:29:00,Plain Papadum,2,0.8,7
16022,2019-07-28 18:20:00,Plain Papadum,5,0.8,7
16020,2019-07-28 17:58:00,Plain Papadum,5,0.8,6
16019,2019-07-28 17:41:00,Plain Papadum,1,0.8,6
16017,2019-07-28 17:10:00,Plain Papadum,1,0.8,7
16010,2019-07-27 20:26:00,Plain Papadum,4,0.8,5
16009,2019-07-27 19:49:00,Plain Papadum,2,0.8,11
16007,2019-07-27 19:35:00,Spicy Papadum,1,0.8,9
16007,2019-07-27 19:35:00,Plain Papadum,1,0.8,9
16006,2019-07-27 19:35:00,Plain Papadum,2,0.8,5
16005,2019-07-27 19:23:00,Plain Papadum,8,0.8,17
16002,2019-07-27 18:56:00,Plain Papadum,3,0.8,10
16001,2019-07-27 18:51:00,Plain Papadum,2,0.8,5
15999,2019-07-27 18:22:00,Plain Papadum,4,0.8,7
15996,2019-07-27 18:11:00,Plain Papadum,3,0.8,8
15995,2019-07-27 18:01:00,Plain Papadum,3,0.8,10
15993,2019-07-27 17:31:00,Plain Papadum,1,0.8,8
15990,2019-07-27 16:55:00,Plain Papadum,4,0.8,13
15987,2019-07-26 22:25:00,Plain Papadum,2,0.8,10
15987,2019-07-26 22:25:00,Spicy Papadum,2,0.8,10
15980,2019-07-26 19:51:00,Plain Papadum,2,0.8,6
15979,2019-07-26 19:42:00,Plain Papadum,2,0.8,6
15973,2019-07-26 19:12:00,Plain Papadum,3,0.8,9
15970,2019-07-26 18:59:00,Plain Papadum,2,0.8,7
15966,2019-07-26 18:14:00,Plain Papadum,2,0.8,7
15966,2019-07-26 18:14:00,Spicy Papadum,1,0.8,7
15964,2019-07-26 17:46:00,Plain Papadum,4,0.8,11
15961,2019-07-26 16:41:00,Plain Papadum,2,0.8,5
15955,2019-07-25 19:51:00,Spicy Papadum,1,0.8,6
15954,2019-07-25 19:50:00,Plain Papadum,4,0.8,5
