Order ID,Order Date,Item Name,Quantity,Product Price,Total products
5385,2016-08-31 18:15:00,Mango Chutney,1,0.5,12
5385,2016-08-31 18:15:00,Onion Chutney,1,0.5,12
5385,2016-08-31 18:15:00,Lime Pickle,1,0.5,12
5385,2016-08-31 18:15:00,Mint Sauce,1,0.5,12
5385,2016-08-31 18:15:00,Red Sauce,1,0.5,12
5384,2016-08-31 18:12:00,Onion Chutney,1,0.5,7
5382,2016-08-31 16:59:00,Mango Chutney,1,0.5,12
5382,2016-08-31 16:59:00,Onion Chutney,1,0.5,12
5382,2016-08-31 16:59:00,Mint Sauce,1,0.5,12
5359,2016-08-29 18:11:00,Mint Sauce,1,0.5,7
5359,2016-08-29 18:11:00,Onion Chutney,1,0.5,7
5358,2016-08-29 18:06:00,Mango Chutney,1,0.5,12
5358,2016-08-29 18:06:00,Mint Sauce,1,0.5,12
5358,2016-08-29 18:06:00,Red Sauce,1,0.5,12
5356,2016-08-29 17:32:00,Mango Chutney,1,0.5,9
5356,2016-08-29 17:32:00,Lime Pickle,1,0.5,9
5356,2016-08-29 17:32:00,Red Sauce,1,0.5,9
5385,2016-08-31 18:15:00,Plain Papadum,2,0.8,12
5384,2016-08-31 18:12:00,Plain Papadum,1,0.8,7
5383,2016-08-31 18:09:00,Plain Papadum,5,0.8,5
5382,2016-08-31 16:59:00,Plain Papadum,4,0.8,12
5371,2016-08-30 18:34:00,Plain Papadum,6,0.8,10
5364,2016-08-29 19:33:00,Plain Papadum,4,0.8,5
5360,2016-08-29 18:21:00,Plain Papadum,1,0.8,9
5359,2016-08-29 18:11:00,Plain Papadum,2,0.8,7
5358,2016-08-29 18:06:00,Plain Papadum,4,0.8,12
5356,2016-08-29 17:32:00,Plain Papadum,3,0.8,9
5391,2016-08-31 20:32:00,Chapati,1,1.95,7
5375,2016-08-30 21:36:00,Chapati,3,1.95,3
5366,2016-08-29 20:48:00,Puree,1,1.95,7
5391,2016-08-31 20:32:00,Naan,2,2.5,7
5389,2016-08-31 20:19:00,Naan,2,2.5,11
5383,2016-08-31 18:09:00,Naan,1,2.5,5
5382,2016-08-31 16:59:00,Naan,2,2.5,12
5374,2016-08-30 21:29:00,Naan,1,2.5,4
5373,2016-08-30 20:49:00,Tandoori Roti,1,2.5,6
