Order Number,Order Date,Item Name,Quantity,Product Price,Total products
8342,2018-01-28 18:13:00,Mango Chutney,1,0.5,13
8342,2018-01-28 18:13:00,Lime Pickle,1,0.5,13
8332,2018-01-27 19:40:00,Mango Chutney,1,0.5,13
8327,2018-01-27 18:36:00,Onion Chutney,1,0.5,8
8323,2018-01-27 17:51:00,Mango Chutney,2,0.5,11
8323,2018-01-27 17:51:00,Onion Chutney,1,0.5,11
8323,2018-01-27 17:51:00,Lime Pickle,1,0.5,11
8322,2018-01-27 17:43:00,Mango Chutney,1,0.5,12
8322,2018-01-27 17:43:00,Mint Sauce,1,0.5,12
8322,2018-01-27 17:43:00,Onion Chutney,2,0.5,12
8322,2018-01-27 17:43:00,Red Sauce,1,0.5,12
8321,2018-01-27 17:36:00,Onion Chutney,3,0.5,7
8319,2018-01-27 14:53:00,Onion Chutney,1,0.5,3
8314,2018-01-26 19:25:00,Mango Chutney,1,0.5,7
8314,2018-01-26 19:25:00,Onion Chutney,1,0.5,7
8314,2018-01-26 19:25:00,Red Sauce,1,0.5,7
8313,2018-01-26 19:19:00,Mango Chutney,2,0.5,17
8313,2018-01-26 19:19:00,Mint Sauce,1,0.5,17
8313,2018-01-26 19:19:00,Onion Chutney,1,0.5,17
8294,2018-01-25 19:01:00,Mango Chutney,1,0.5,6
8290,2018-01-24 22:45:00,Onion Chutney,1,0.5,6
8282,2018-01-24 17:37:00,Mint Sauce,2,0.5,4
8275,2018-01-22 19:01:00,Lime Pickle,2,0.5,3
8342,2018-01-28 18:13:00,Plain Papadum,4,0.8,13
8338,2018-01-28 15:53:00,Plain Papadum,1,0.8,3
8330,2018-01-27 18:48:00,Plain Papadum,3,0.8,5
8327,2018-01-27 18:36:00,Plain Papadum,4,0.8,8
8326,2018-01-27 18:37:00,Plain Papadum,4,0.8,8
8325,2018-01-27 18:24:00,Plain Papadum,3,0.8,9
8323,2018-01-27 17:51:00,Plain Papadum,4,0.8,11
8322,2018-01-27 17:43:00,Plain Papadum,5,0.8,12
8320,2018-01-27 17:29:00,Plain Papadum,2,0.8,7
8313,2018-01-26 19:19:00,Plain Papadum,10,0.8,17
8311,2018-01-26 19:03:00,Plain Papadum,4,0.8,8
8310,2018-01-26 18:48:00,Plain Papadum,2,0.8,6
8304,2018-01-26 17:51:00,Plain Papadum,2,0.8,5
8295,2018-01-25 19:51:00,Plain Papadum,6,0.8,6
8294,2018-01-25 19:01:00,Plain Papadum,2,0.8,6
8291,2018-01-25 17:54:00,Plain Papadum,1,0.8,6
8290,2018-01-24 22:45:00,Spicy Papadum,2,0.8,6
8290,2018-01-24 22:45:00,Plain Papadum,2,0.8,6
8285,2018-01-24 18:15:00,Plain Papadum,3,0.8,5
8282,2018-01-24 17:37:00,Plain Papadum,4,0.8,4
8278,2018-01-23 19:03:00,Plain Papadum,5,0.8,6
8322,2018-01-27 17:43:00,Chapati,1,1.95,12
8321,2018-01-27 17:36:00,Chapati,1,1.95,7
8315,2018-01-26 20:12:00,Chapati,1,1.95,5
8290,2018-01-24 22:45:00,Chapati,1,1.95,6
8286,2018-01-24 18:23:00,Chapati,4,1.95,7
8346,2018-01-28 20:44:00,Tandoori Roti,2,2.6,7
8341,2018-01-28 18:01:00,Plain Naan,1,2.6,8
8335,2018-01-27 20:57:00,Plain Naan,2,2.6,5
8334,2018-01-27 20:38:00,Plain Naan,2,2.6,4
8329,2018-01-27 18:46:00,Plain Naan,1,2.6,8
8328,2018-01-27 18:39:00,Plain Naan,1,2.6,6
8325,2018-01-27 18:24:00,Plain Naan,1,2.6,9
8320,2018-01-27 17:29:00,Plain Naan,1,2.6,7
8316,2018-01-26 20:38:00,Plain Naan,1,2.6,7
8314,2018-01-26 19:25:00,Plain Naan,1,2.6,7
8313,2018-01-26 19:19:00,Plain Naan,1,2.6,17
8311,2018-01-26 19:03:00,Plain Naan,1,2.6,8
8309,2018-01-26 18:44:00,Tandoori Roti,1,2.6,6
8308,2018-01-26 18:26:00,Plain Naan,1,2.6,6
8307,2018-01-26 18:18:00,Plain Naan,1,2.6,6
8306,2018-01-26 18:14:00,Plain Naan,2,2.6,4
8303,2018-01-26 17:51:00,Plain Naan,1,2.6,4
8299,2018-01-26 16:52:00,Plain Naan,1,2.6,4
8298,2018-01-26 13:25:00,Tandoori Roti,4,2.6,6
8295,2018-01-25 19:51:00,Plain Naan,2,2.6,6
8292,2018-01-25 18:28:00,Plain Naan,1,2.6,5
8278,2018-01-23 19:03:00,Plain Naan,1,2.6,6
8276,2018-01-22 20:36:00,Plain Naan,1,2.6,5
8273,2018-01-22 18:39:00,Plain Naan,1,2.6,6
8346,2018-01-28 20:44:00,Paratha,2,2.95,7
8344,2018-01-28 19:00:00,Plain Rice,1,2.95,5
8343,2018-01-28 18:52:00,Pilau Rice,1,2.95,5
8343,2018-01-28 18:52:00,Garlic Naan,1,2.95,5
8342,2018-01-28 18:13:00,Pilau Rice,1,2.95,13
8342,2018-01-28 18:13:00,Garlic Naan,2,2.95,13
8341,2018-01-28 18:01:00,Peshwari Naan,1,2.95,8
8341,2018-01-28 18:01:00,Garlic Naan,1,2.95,8
8341,2018-01-28 18:01:00,Pilau Rice,1,2.95,8
8340,2018-01-28 17:43:00,Plain Rice,2,2.95,7
8340,2018-01-28 17:43:00,Garlic Naan,1,2.95,7
8339,2018-01-28 16:00:00,Garlic Naan,1,2.95,4
8336,2018-01-27 21:13:00,Garlic Naan,2,2.95,4
8335,2018-01-27 20:57:00,Pilau Rice,1,2.95,5
8334,2018-01-27 20:38:00,Raitha,1,2.95,4
8333,2018-01-27 19:52:00,Onion Naan,2,2.95,3
8332,2018-01-27 19:40:00,Plain Rice,2,2.95,13
8332,2018-01-27 19:40:00,Pilau Rice,1,2.95,13
8332,2018-01-27 19:40:00,Paratha,2,2.95,13
8332,2018-01-27 19:40:00,Keema Naan,1,2.95,13
8330,2018-01-27 18:48:00,Pilau Rice,1,2.95,5
8329,2018-01-27 18:46:00,Plain Rice,1,2.95,8
8329,2018-01-27 18:46:00,Pilau Rice,1,2.95,8
8328,2018-01-27 18:39:00,Plain Rice,1,2.95,6
8327,2018-01-27 18:36:00,Keema Naan,1,2.95,8
8327,2018-01-27 18:36:00,Peshwari Naan,1,2.95,8
8327,2018-01-27 18:36:00,Pilau Rice,1,2.95,8
8326,2018-01-27 18:37:00,Pilau Rice,2,2.95,8
8326,2018-01-27 18:37:00,Garlic Naan,1,2.95,8
8325,2018-01-27 18:24:00,Plain Rice,1,2.95,9
8324,2018-01-27 18:20:00,Plain Rice,1,2.95,4
8323,2018-01-27 17:51:00,Green Salad,1,2.95,11
8323,2018-01-27 17:51:00,Keema Naan,1,2.95,11
8321,2018-01-27 17:36:00,Pilau Rice,1,2.95,7
8318,2018-01-27 13:26:00,Garlic Naan,1,2.95,3
8316,2018-01-26 20:38:00,Garlic Naan,2,2.95,7
8316,2018-01-26 20:38:00,Keema Naan,1,2.95,7
8313,2018-01-26 19:19:00,Plain Rice,1,2.95,17
8313,2018-01-26 19:19:00,Garlic Naan,1,2.95,17
8312,2018-01-26 19:06:00,Plain Rice,2,2.95,3
8312,2018-01-26 19:06:00,Lemonade 1.5 ltr,1,2.95,3
8311,2018-01-26 19:03:00,Pilau Rice,2,2.95,8
8310,2018-01-26 18:48:00,Pilau Rice,1,2.95,6
