Order Number,Order Date,Item Name,Quantity,Product Price,Total products
15056,2019-05-26 20:31:00,Mint Sauce,2,0.5,6
15056,2019-05-26 20:31:00,Red Sauce,1,0.5,6
15054,2019-05-26 20:23:00,Mint Sauce,2,0.5,6
15051,2019-05-26 19:42:00,Mango Chutney,2,0.5,8
15045,2019-05-26 18:25:00,Mango Chutney,1,0.5,9
15044,2019-05-26 18:05:00,Mango Chutney,1,0.5,7
15043,2019-05-26 17:46:00,Mint Sauce,2,0.5,11
15043,2019-05-26 17:46:00,Lime Pickle,1,0.5,11
15041,2019-05-26 16:21:00,Mint Sauce,1,0.5,9
15038,2019-05-25 22:15:00,Mango Chutney,1,0.5,6
15029,2019-05-25 20:07:00,Mango Chutney,1,0.5,8
15029,2019-05-25 20:07:00,Onion Chutney,1,0.5,8
15028,2019-05-25 19:54:00,Mango Chutney,1,0.5,8
15028,2019-05-25 19:54:00,Mint Sauce,1,0.5,8
15028,2019-05-25 19:54:00,Red Sauce,1,0.5,8
15028,2019-05-25 19:54:00,Onion Chutney,1,0.5,8
15027,2019-05-25 19:52:00,Mint Sauce,1,0.5,5
15026,2019-05-25 19:43:00,Mango Chutney,1,0.5,9
15026,2019-05-25 19:43:00,Mint Sauce,1,0.5,9
15016,2019-05-25 18:22:00,Mint Sauce,2,0.5,11
15016,2019-05-25 18:22:00,Onion Chutney,2,0.5,11
15016,2019-05-25 18:22:00,Red Sauce,1,0.5,11
15016,2019-05-25 18:22:00,Lime Pickle,1,0.5,11
15014,2019-05-25 18:09:00,Mango Chutney,1,0.5,8
14992,2019-05-24 18:37:00,Mango Chutney,2,0.5,7
14992,2019-05-24 18:37:00,Onion Chutney,1,0.5,7
14991,2019-05-24 18:27:00,Mint Sauce,3,0.5,5
14987,2019-05-24 17:37:00,Mango Chutney,1,0.5,7
14984,2019-05-23 20:32:00,Onion Chutney,1,0.5,6
14984,2019-05-23 20:32:00,Red Sauce,1,0.5,6
14982,2019-05-23 19:44:00,Mango Chutney,1,0.5,10
14982,2019-05-23 19:44:00,Red Sauce,1,0.5,10
14982,2019-05-23 19:44:00,Onion Chutney,1,0.5,10
14981,2019-05-23 19:08:00,Mango Chutney,1,0.5,7
14981,2019-05-23 19:08:00,Mint Sauce,1,0.5,7
14976,2019-05-23 16:44:00,Mango Chutney,1,0.5,7
14971,2019-05-22 19:15:00,Onion Chutney,1,0.5,5
14971,2019-05-22 19:15:00,Red Sauce,1,0.5,5
14969,2019-05-22 19:01:00,Mango Chutney,1,0.5,5
14967,2019-05-22 17:57:00,Mango Chutney,2,0.5,9
14961,2019-05-21 19:05:00,Lime Pickle,1,0.5,5
14957,2019-05-21 18:07:00,Mint Sauce,1,0.5,10
14957,2019-05-21 18:07:00,Mango Chutney,1,0.5,10
14957,2019-05-21 18:07:00,Lime Pickle,1,0.5,10
14956,2019-05-21 16:16:00,Mango Chutney,1,0.5,7
14947,2019-05-20 18:15:00,Mint Sauce,2,0.5,2
14946,2019-05-20 17:57:00,Mango Chutney,1,0.5,5
14945,2019-05-20 17:33:00,Mint Sauce,1,0.5,4
15059,2019-05-26 21:52:00,Spicy Papadum,1,0.8,7
15059,2019-05-26 21:52:00,Plain Papadum,5,0.8,7
15055,2019-05-26 20:30:00,Plain Papadum,2,0.8,9
15051,2019-05-26 19:42:00,Plain Papadum,1,0.8,8
15045,2019-05-26 18:25:00,Plain Papadum,2,0.8,9
15044,2019-05-26 18:05:00,Plain Papadum,2,0.8,7
15041,2019-05-26 16:21:00,Plain Papadum,2,0.8,9
15039,2019-05-25 22:21:00,Plain Papadum,2,0.8,6
15038,2019-05-25 22:15:00,Plain Papadum,1,0.8,6
15033,2019-05-25 20:19:00,Plain Papadum,2,0.8,5
15030,2019-05-25 20:10:00,Plain Papadum,2,0.8,5
15029,2019-05-25 20:07:00,Plain Papadum,4,0.8,8
15028,2019-05-25 19:54:00,Plain Papadum,2,0.8,8
15026,2019-05-25 19:43:00,Plain Papadum,2,0.8,9
15023,2019-05-25 18:54:00,Plain Papadum,2,0.8,5
15016,2019-05-25 18:22:00,Plain Papadum,4,0.8,11
15014,2019-05-25 18:09:00,Plain Papadum,3,0.8,8
15008,2019-05-25 13:40:00,Plain Papadum,3,0.8,1
14992,2019-05-24 18:37:00,Plain Papadum,4,0.8,7
14989,2019-05-24 18:09:00,Plain Papadum,2,0.8,5
14989,2019-05-24 18:09:00,Spicy Papadum,2,0.8,5
14984,2019-05-23 20:32:00,Spicy Papadum,2,0.8,6
14982,2019-05-23 19:44:00,Plain Papadum,5,0.8,10
14982,2019-05-23 19:44:00,Spicy Papadum,1,0.8,10
14981,2019-05-23 19:08:00,Plain Papadum,3,0.8,7
14980,2019-05-23 18:50:00,Plain Papadum,2,0.8,7
14979,2019-05-23 18:27:00,Plain Papadum,3,0.8,3
14976,2019-05-23 16:44:00,Plain Papadum,2,0.8,7
14974,2019-05-22 20:34:00,Plain Papadum,2,0.8,5
14971,2019-05-22 19:15:00,Plain Papadum,2,0.8,5
14969,2019-05-22 19:01:00,Plain Papadum,1,0.8,5
14961,2019-05-21 19:05:00,Plain Papadum,3,0.8,5
14960,2019-05-21 19:02:00,Plain Papadum,3,0.8,5
14956,2019-05-21 16:16:00,Plain Papadum,1,0.8,7
14946,2019-05-20 17:57:00,Plain Papadum,1,0.8,5
15054,2019-05-26 20:23:00,Chapati,1,1.95,6
15053,2019-05-26 20:02:00,Chapati,3,1.95,5
15045,2019-05-26 18:25:00,Chapati,1,1.95,9
15032,2019-05-25 20:15:00,Chapati,2,1.95,5
14984,2019-05-23 20:32:00,Chapati,1,1.95,6
14950,2019-05-20 19:27:00,Chapati,4,1.95,7
15058,2019-05-26 21:15:00,Tandoori Roti,2,2.6,5
15054,2019-05-26 20:23:00,Plain Naan,2,2.6,6
15053,2019-05-26 20:02:00,Tandoori Roti,1,2.6,5
15049,2019-05-26 19:18:00,Plain Naan,1,2.6,9
15043,2019-05-26 17:46:00,Plain Naan,2,2.6,11
15041,2019-05-26 16:21:00,Plain Naan,2,2.6,9
15040,2019-05-26 12:38:00,Plain Naan,1,2.6,4
15039,2019-05-25 22:21:00,Plain Naan,1,2.6,6
15032,2019-05-25 20:15:00,Plain Naan,1,2.6,5
15024,2019-05-25 18:56:00,Plain Naan,1,2.6,9
15020,2019-05-25 18:42:00,Plain Naan,1,2.6,4
15019,2019-05-25 18:39:00,Plain Naan,1,2.6,7
15010,2019-05-25 17:07:00,Plain Naan,1,2.6,4
15007,2019-05-25 13:40:00,Plain Naan,2,2.6,6
15003,2019-05-24 20:30:00,Plain Naan,1,2.6,4
15000,2019-05-24 19:41:00,Plain Naan,1,2.6,4
14997,2019-05-24 18:56:00,Plain Naan,1,2.6,5
14995,2019-05-24 18:45:00,Plain Naan,1,2.6,8
14992,2019-05-24 18:37:00,Plain Naan,2,2.6,7
14991,2019-05-24 18:27:00,Plain Naan,1,2.6,5
14982,2019-05-23 19:44:00,Plain Naan,1,2.6,10
14976,2019-05-23 16:44:00,Plain Naan,1,2.6,7
14967,2019-05-22 17:57:00,Plain Naan,2,2.6,9
14966,2019-05-22 17:38:00,Plain Naan,1,2.6,4
14957,2019-05-21 18:07:00,Plain Naan,1,2.6,10
14954,2019-05-20 20:45:00,Plain Naan,1,2.6,7
14952,2019-05-20 19:46:00,Plain Naan,2,2.6,6
14950,2019-05-20 19:27:00,Plain Naan,1,2.6,7
14945,2019-05-20 17:33:00,Tandoori Roti,1,2.6,4
15059,2019-05-26 21:52:00,Plain Rice,2,2.95,7
15059,2019-05-26 21:52:00,Keema Naan,1,2.95,7
15059,2019-05-26 21:52:00,Garlic Naan,1,2.95,7
15058,2019-05-26 21:15:00,Garlic Naan,1,2.95,5
15058,2019-05-26 21:15:00,Pilau Rice,1,2.95,5
15056,2019-05-26 20:31:00,Keema Naan,2,2.95,6
15055,2019-05-26 20:30:00,Paratha,1,2.95,9
15055,2019-05-26 20:30:00,Keema Naan,1,2.95,9
15055,2019-05-26 20:30:00,Pilau Rice,1,2.95,9
15054,2019-05-26 20:23:00,Keema Naan,1,2.95,6
15052,2019-05-26 19:45:00,Garlic Naan,1,2.95,4
15052,2019-05-26 19:45:00,Lemonade 1.5 ltr,1,2.95,4
15051,2019-05-26 19:42:00,Peshwari Naan,1,2.95,8
15050,2019-05-26 19:29:00,Pilau Rice,1,2.95,11
15050,2019-05-26 19:29:00,Garlic Naan,1,2.95,11
15050,2019-05-26 19:29:00,Keema Naan,1,2.95,11
15049,2019-05-26 19:18:00,Keema Naan,2,2.95,9
15049,2019-05-26 19:18:00,Pilau Rice,1,2.95,9
15047,2019-05-26 19:04:00,Garlic Naan,2,2.95,4
15047,2019-05-26 19:04:00,Peshwari Naan,1,2.95,4
15046,2019-05-26 18:41:00,Keema Naan,1,2.95,6
15046,2019-05-26 18:41:00,Plain Rice,1,2.95,6
15045,2019-05-26 18:25:00,Garlic Naan,1,2.95,9
15044,2019-05-26 18:05:00,Garlic Naan,1,2.95,7
15043,2019-05-26 17:46:00,Raitha,1,2.95,11
15043,2019-05-26 17:46:00,Garlic Naan,2,2.95,11
15041,2019-05-26 16:21:00,Plain Rice,2,2.95,9
15041,2019-05-26 16:21:00,Peshwari Naan,1,2.95,9
15041,2019-05-26 16:21:00,Pilau Rice,1,2.95,9
15040,2019-05-26 12:38:00,Pilau Rice,1,2.95,4
15039,2019-05-25 22:21:00,Plain Rice,1,2.95,6
15038,2019-05-25 22:15:00,Peshwari Naan,1,2.95,6
15037,2019-05-25 22:06:00,Onion Naan,1,2.95,7
15037,2019-05-25 22:06:00,Raitha,1,2.95,7
15035,2019-05-25 20:24:00,Pilau Rice,1,2.95,6
15035,2019-05-25 20:24:00,Peshwari Naan,1,2.95,6
15035,2019-05-25 20:24:00,Kulcha Naan,1,2.95,6
15035,2019-05-25 20:24:00,Garlic Naan,1,2.95,6
15034,2019-05-25 20:20:00,Peshwari Naan,1,2.95,3
15033,2019-05-25 20:19:00,Pilau Rice,1,2.95,5
15033,2019-05-25 20:19:00,Lemonade 1.5 ltr,2,2.95,5
15031,2019-05-25 20:14:00,Pilau Rice,2,2.95,6
15030,2019-05-25 20:10:00,Pilau Rice,1,2.95,5
15029,2019-05-25 20:07:00,Pilau Rice,1,2.95,8
15028,2019-05-25 19:54:00,Pilau Rice,1,2.95,8
15027,2019-05-25 19:52:00,Garlic Naan,1,2.95,5
15027,2019-05-25 19:52:00,Pilau Rice,1,2.95,5
15026,2019-05-25 19:43:00,Keema Naan,1,2.95,9
15025,2019-05-25 19:29:00,Garlic Naan,2,2.95,4
15025,2019-05-25 19:29:00,Pilau Rice,1,2.95,4
15024,2019-05-25 18:56:00,Plain Rice,1,2.95,9
15024,2019-05-25 18:56:00,Onion Naan,1,2.95,9
15024,2019-05-25 18:56:00,Pilau Rice,1,2.95,9
15023,2019-05-25 18:54:00,Pilau Rice,1,2.95,5
15023,2019-05-25 18:54:00,Peshwari Naan,1,2.95,5
15021,2019-05-25 18:47:00,Pilau Rice,3,2.95,6
15021,2019-05-25 18:47:00,Garlic Naan,1,2.95,6
15019,2019-05-25 18:39:00,Peshwari Naan,2,2.95,7
15019,2019-05-25 18:39:00,Pilau Rice,2,2.95,7
15017,2019-05-25 18:28:00,Keema Naan,1,2.95,4
15015,2019-05-25 18:13:00,Pilau Rice,1,2.95,5
15014,2019-05-25 18:09:00,Keema Naan,1,2.95,8
15014,2019-05-25 18:09:00,Pilau Rice,2,2.95,8
15011,2019-05-25 17:09:00,Pilau Rice,1,2.95,3
15010,2019-05-25 17:07:00,Pilau Rice,1,2.95,4
15010,2019-05-25 17:07:00,Bottle Coke,1,2.95,4
15004,2019-05-24 20:35:00,Keema Naan,1,2.95,4
15000,2019-05-24 19:41:00,Plain Rice,1,2.95,4
14999,2019-05-24 19:22:00,Garlic Naan,1,2.95,8
14999,2019-05-24 19:22:00,Peshwari Naan,1,2.95,8
14999,2019-05-24 19:22:00,Plain Rice,1,2.95,8
14998,2019-05-24 19:16:00,Garlic Naan,1,2.95,5
14998,2019-05-24 19:16:00,Keema Naan,1,2.95,5
14997,2019-05-24 18:56:00,Garlic Naan,1,2.95,5
14995,2019-05-24 18:45:00,Plain Rice,1,2.95,8
14994,2019-05-24 18:44:00,Peshwari Naan,2,2.95,3
14993,2019-05-24 18:38:00,Garlic Naan,1,2.95,5
14992,2019-05-24 18:37:00,Plain Rice,2,2.95,7
14991,2019-05-24 18:27:00,Pilau Rice,1,2.95,5
14990,2019-05-24 18:19:00,Onion Naan,1,2.95,5
14990,2019-05-24 18:19:00,Garlic Naan,1,2.95,5
14988,2019-05-24 18:01:00,Garlic Naan,1,2.95,5
14987,2019-05-24 17:37:00,Keema Naan,1,2.95,7
14986,2019-05-23 21:26:00,Kulcha Naan,1,2.95,3
14985,2019-05-23 20:59:00,Plain Rice,1,2.95,6
14983,2019-05-23 20:09:00,Garlic Naan,1,2.95,5
14982,2019-05-23 19:44:00,Pilau Rice,2,2.95,10
14981,2019-05-23 19:08:00,Pilau Rice,1,2.95,7
14980,2019-05-23 18:50:00,Pilau Rice,1,2.95,7
14980,2019-05-23 18:50:00,Garlic Naan,1,2.95,7
14977,2019-05-23 17:22:00,Pilau Rice,1,2.95,4
14977,2019-05-23 17:22:00,Raitha,1,2.95,4
14976,2019-05-23 16:44:00,Plain Rice,1,2.95,7
14972,2019-05-22 19:25:00,Kulcha Naan,2,2.95,5
14970,2019-05-22 19:10:00,Plain Rice,1,2.95,4
14967,2019-05-22 17:57:00,Plain Rice,1,2.95,9
14966,2019-05-22 17:38:00,Pilau Rice,1,2.95,4
14964,2019-05-21 21:10:00,Garlic Naan,1,2.95,4
14964,2019-05-21 21:10:00,Plain Rice,1,2.95,4
14962,2019-05-21 19:28:00,Garlic Naan,1,2.95,4
14962,2019-05-21 19:28:00,Plain Rice,1,2.95,4
14960,2019-05-21 19:02:00,Pilau Rice,1,2.95,5
14959,2019-05-21 18:10:00,Paratha,1,2.95,5
14958,2019-05-21 18:09:00,Peshwari Naan,1,2.95,6
14958,2019-05-21 18:09:00,Garlic Naan,1,2.95,6
14957,2019-05-21 18:07:00,Pilau Rice,1,2.95,10
14957,2019-05-21 18:07:00,Peshwari Naan,1,2.95,10
14956,2019-05-21 16:16:00,Garlic Naan,1,2.95,7
14955,2019-05-20 21:04:00,Paratha,1,2.95,3
14954,2019-05-20 20:45:00,Garlic Naan,1,2.95,7
14954,2019-05-20 20:45:00,Pilau Rice,1,2.95,7
14953,2019-05-20 20:35:00,Raitha,1,2.95,4
14952,2019-05-20 19:46:00,Garlic Naan,1,2.95,6
14951,2019-05-20 19:42:00,Onion Naan,1,2.95,5
14950,2019-05-20 19:27:00,Garlic Naan,1,2.95,7
14949,2019-05-20 19:10:00,Keema Naan,1,2.95,6
14949,2019-05-20 19:10:00,Peshwari Naan,1,2.95,6
14948,2019-05-20 18:37:00,Plain Rice,1,2.95,3
14946,2019-05-20 17:57:00,Peshwari Naan,1,2.95,5
14946,2019-05-20 17:57:00,Pilau Rice,1,2.95,5
15057,2019-05-26 20:49:00,Vegetable Rice,2,3.95,2
15056,2019-05-26 20:31:00,Special Fried Rice,1,3.95,6
15055,2019-05-26 20:30:00,Onion Bhajee,1,3.95,9
15055,2019-05-26 20:30:00,French Fries,1,3.95,9
15051,2019-05-26 19:42:00,Vindaloo Sauce,1,3.95,8
15050,2019-05-26 19:29:00,Onion Bhajee,2,3.95,11
15050,2019-05-26 19:29:00,Mushroom Rice,2,3.95,11
15049,2019-05-26 19:18:00,Onion Bhajee,1,3.95,9
15049,2019-05-26 19:18:00,Keema Rice,1,3.95,9
15045,2019-05-26 18:25:00,Mushroom Rice,1,3.95,9
15044,2019-05-26 18:05:00,Mushroom Rice,1,3.95,7
15043,2019-05-26 17:46:00,Garlic Rice,1,3.95,11
15043,2019-05-26 17:46:00,Lemon Rice,1,3.95,11
15041,2019-05-26 16:21:00,Bengal Salad,1,3.95,9
15038,2019-05-25 22:15:00,Onion Bhajee,1,3.95,6
15038,2019-05-25 22:15:00,Special Fried Rice,1,3.95,6
15036,2019-05-25 20:43:00,Lemon Rice,1,3.95,3
15033,2019-05-25 20:19:00,Vindaloo Sauce,1,3.95,5
15031,2019-05-25 20:14:00,Vindaloo Sauce,1,3.95,6
15031,2019-05-25 20:14:00,French Fries,1,3.95,6
15031,2019-05-25 20:14:00,Korma Sauce,1,3.95,6
15028,2019-05-25 19:54:00,Onion Bhajee,1,3.95,8
15026,2019-05-25 19:43:00,Keema Rice,1,3.95,9
15024,2019-05-25 18:56:00,Mushroom Rice,1,3.95,9
15022,2019-05-25 18:49:00,Special Fried Rice,1,3.95,5
15022,2019-05-25 18:49:00,Stuffed Paratha,1,3.95,5
15020,2019-05-25 18:42:00,Vegetable Rice,1,3.95,4
15019,2019-05-25 18:39:00,Meat Samosa,1,3.95,7
15017,2019-05-25 18:28:00,Keema Rice,1,3.95,4
15016,2019-05-25 18:22:00,Onion Bhajee,1,3.95,11
15016,2019-05-25 18:22:00,Dhansak Sauce,1,3.95,11
15016,2019-05-25 18:22:00,Onion Rice,1,3.95,11
15015,2019-05-25 18:13:00,Onion Bhajee,1,3.95,5
15009,2019-05-25 14:12:00,Meat Samosa,1,3.95,4
15009,2019-05-25 14:12:00,Onion Bhajee,1,3.95,4
15007,2019-05-25 13:40:00,Special Fried Rice,1,3.95,6
15007,2019-05-25 13:40:00,Onion Bhajee,1,3.95,6
15006,2019-05-25 13:33:00,Meat Samosa,1,3.95,4
15006,2019-05-25 13:33:00,Onion Bhajee,1,3.95,4
15004,2019-05-24 20:35:00,Meat Samosa,1,3.95,4
15003,2019-05-24 20:30:00,Egg Rice,1,3.95,4
15002,2019-05-24 20:16:00,Garlic Rice,1,3.95,3
15001,2019-05-24 19:59:00,French Fries,2,3.95,4
15001,2019-05-24 19:59:00,Meat Samosa,1,3.95,4
14999,2019-05-24 19:22:00,Onion Rice,1,3.95,8
14999,2019-05-24 19:22:00,Onion Bhajee,1,3.95,8
14997,2019-05-24 18:56:00,Still Water (750ml),1,3.95,5
14995,2019-05-24 18:45:00,Onion Bhajee,1,3.95,8
14994,2019-05-24 18:44:00,Keema Rice,1,3.95,3
14993,2019-05-24 18:38:00,Egg Rice,1,3.95,5
14992,2019-05-24 18:37:00,Onion Bhajee,1,3.95,7
14991,2019-05-24 18:27:00,Onion Bhajee,1,3.95,5
14989,2019-05-24 18:09:00,Mushroom Rice,1,3.95,5
14989,2019-05-24 18:09:00,Lemon Rice,1,3.95,5
14988,2019-05-24 18:01:00,Meat Samosa,1,3.95,5
14987,2019-05-24 17:37:00,Mushroom Rice,1,3.95,7
14985,2019-05-23 20:59:00,Mushroom Rice,1,3.95,6
14984,2019-05-23 20:32:00,Garlic Rice,1,3.95,6
14983,2019-05-23 20:09:00,Masala Sauce,1,3.95,5
14983,2019-05-23 20:09:00,Special Fried Rice,1,3.95,5
14978,2019-05-23 18:16:00,Mushroom Rice,1,3.95,5
14976,2019-05-23 16:44:00,French Fries,1,3.95,7
14974,2019-05-22 20:34:00,Mushroom Rice,1,3.95,5
14971,2019-05-22 19:15:00,Onion Rice,1,3.95,5
14970,2019-05-22 19:10:00,Onion Bhajee,1,3.95,4
14969,2019-05-22 19:01:00,Masala Sauce,1,3.95,5
14967,2019-05-22 17:57:00,French Fries,1,3.95,9
14963,2019-05-21 20:17:00,Mushroom Rice,1,3.95,4
14961,2019-05-21 19:05:00,Keema Rice,1,3.95,5
14958,2019-05-21 18:09:00,Special Fried Rice,1,3.95,6
14957,2019-05-21 18:07:00,Lemon Rice,1,3.95,10
14956,2019-05-21 16:16:00,Special Fried Rice,1,3.95,7
14954,2019-05-20 20:45:00,Onion Bhajee,1,3.95,7
14953,2019-05-20 20:35:00,Still Water (750ml),2,3.95,4
14952,2019-05-20 19:46:00,Masala Sauce,1,3.95,6
14952,2019-05-20 19:46:00,Korma Sauce,1,3.95,6
14952,2019-05-20 19:46:00,Onion Bhajee,1,3.95,6
14952,2019-05-20 19:46:00,Meat Samosa,1,3.95,6
14950,2019-05-20 19:27:00,Lemon Rice,1,3.95,7
14949,2019-05-20 19:10:00,Mushroom Rice,1,3.95,6
15058,2019-05-26 21:15:00,Sheek Kebab,1,4.95,5
15056,2019-05-26 20:31:00,Chicken Chaat,2,4.95,6
15054,2019-05-26 20:23:00,Prawn Puree,1,4.95,6
15046,2019-05-26 18:41:00,Prawn Puree,1,4.95,6
15045,2019-05-26 18:25:00,Sheek Kebab,1,4.95,9
15045,2019-05-26 18:25:00,Prawn Puree,1,4.95,9
15044,2019-05-26 18:05:00,Lamb Tikka,1,4.95,7
15043,2019-05-26 17:46:00,Lamb Tikka,1,4.95,11
15043,2019-05-26 17:46:00,Chicken Tikka,1,4.95,11
15039,2019-05-25 22:21:00,Chicken Tikka,1,4.95,6
15039,2019-05-25 22:21:00,Chicken Chaat,1,4.95,6
15029,2019-05-25 20:07:00,Lamb Tikka,1,4.95,8
15029,2019-05-25 20:07:00,Prawn Puree,1,4.95,8
15017,2019-05-25 18:28:00,Chicken Tikka,1,4.95,4
15009,2019-05-25 14:12:00,Aloo Chaat,1,4.95,4
15009,2019-05-25 14:12:00,Vegetable Roll,1,4.95,4
15006,2019-05-25 13:33:00,Aloo Chaat,1,4.95,4
15006,2019-05-25 13:33:00,Vegetable Roll,2,4.95,4
14997,2019-05-24 18:56:00,Chicken Tikka,1,4.95,5
14995,2019-05-24 18:45:00,Sheek Kebab,1,4.95,8
14995,2019-05-24 18:45:00,Chicken Tikka,1,4.95,8
14987,2019-05-24 17:37:00,Aloo Chaat,1,4.95,7
14985,2019-05-23 20:59:00,Chicken Chaat,1,4.95,6
14983,2019-05-23 20:09:00,Prawn Puree,1,4.95,5
14982,2019-05-23 19:44:00,Chicken Tikka,1,4.95,10
14968,2019-05-22 18:24:00,Chicken Tikka,1,4.95,4
14967,2019-05-22 17:57:00,Sheek Kebab,1,4.95,9
14962,2019-05-21 19:28:00,Lamb Tikka,1,4.95,4
14953,2019-05-20 20:35:00,Chicken Tikka,1,4.95,4
14950,2019-05-20 19:27:00,Prawn Puree,4,4.95,7
14949,2019-05-20 19:10:00,Chicken Chaat,1,4.95,6
14948,2019-05-20 18:37:00,Chicken Tikka,1,4.95,3
15053,2019-05-26 20:02:00,Tarka Dall,1,5.95,5
15052,2019-05-26 19:45:00,Aloo Methi,1,5.95,4
15051,2019-05-26 19:42:00,Bombay Aloo,1,5.95,8
15051,2019-05-26 19:42:00,Saag Dall,1,5.95,8
15051,2019-05-26 19:42:00,Brinjal Bhajee,1,5.95,8
15050,2019-05-26 19:29:00,Saag Aloo,1,5.95,11
15049,2019-05-26 19:18:00,Chicken Pakora,1,5.95,9
15049,2019-05-26 19:18:00,Mixed Starter,2,5.95,9
15046,2019-05-26 18:41:00,Saag Bhajee,1,5.95,6
15045,2019-05-26 18:25:00,Saag Bhajee,1,5.95,9
15040,2019-05-26 12:38:00,Bombay Aloo,1,5.95,4
15037,2019-05-25 22:06:00,Saag Bhajee,1,5.95,7
15037,2019-05-25 22:06:00,Cauliflower Bhajee,1,5.95,7
15037,2019-05-25 22:06:00,Tarka Dall,1,5.95,7
15035,2019-05-25 20:24:00,Saag Dall,2,5.95,6
15032,2019-05-25 20:15:00,Saag Paneer,1,5.95,5
15031,2019-05-25 20:14:00,Dall Samba,1,5.95,6
15030,2019-05-25 20:10:00,Aloo Gobi,1,5.95,5
15029,2019-05-25 20:07:00,Saag Aloo,1,5.95,8
