Order Number,Order Date,Item Name,Quantity,Product Price,Total products
6437,2017-08-19 21:14:00,Mango Chutney,1,0.5,7
6426,2017-08-18 21:40:00,Red Sauce,1,0.5,6
6423,2017-08-18 20:22:00,Mint Sauce,1,0.5,6
6416,2017-08-18 18:40:00,Mango Chutney,1,0.5,9
6415,2017-08-18 18:35:00,Onion Chutney,2,0.5,11
6415,2017-08-18 18:35:00,Mint Sauce,2,0.5,11
6415,2017-08-18 18:35:00,Red Sauce,1,0.5,11
6404,2017-08-17 20:51:00,Mint Sauce,1,0.5,8
6393,2017-08-16 20:43:00,Mango Chutney,1,0.5,5
6385,2017-08-15 19:44:00,Mango Chutney,1,0.5,6
6376,2017-08-14 20:01:00,Onion Chutney,2,0.5,9
6376,2017-08-14 20:01:00,Mango Chutney,1,0.5,9
6376,2017-08-14 20:01:00,Mint Sauce,1,0.5,9
6453,2017-08-20 19:33:00,Plain Papadum,2,0.8,7
6450,2017-08-20 18:29:00,Plain Papadum,6,0.8,10
6429,2017-08-19 18:08:00,Plain Papadum,2,0.8,9
6429,2017-08-19 18:08:00,Spicy Papadum,2,0.8,9
6420,2017-08-18 19:12:00,Plain Papadum,3,0.8,7
6418,2017-08-18 18:50:00,Plain Papadum,2,0.8,7
6415,2017-08-18 18:35:00,Plain Papadum,4,0.8,11
6404,2017-08-17 20:51:00,Spicy Papadum,2,0.8,8
6394,2017-08-17 16:06:00,Plain Papadum,3,0.8,6
6393,2017-08-16 20:43:00,Plain Papadum,2,0.8,5
6388,2017-08-16 18:14:00,Plain Papadum,1,0.8,5
6385,2017-08-15 19:44:00,Plain Papadum,1,0.8,6
6376,2017-08-14 20:01:00,Plain Papadum,4,0.8,9
6447,2017-08-20 15:00:00,Chapati,1,1.95,14
6447,2017-08-20 15:00:00,Puree,1,1.95,14
6435,2017-08-19 20:48:00,Puree,3,1.95,15
6435,2017-08-19 20:48:00,Chapati,1,1.95,15
6430,2017-08-19 18:55:00,Chapati,2,1.95,5
6419,2017-08-18 19:07:00,Puree,1,1.95,6
6412,2017-08-18 18:11:00,Chapati,2,1.95,8
6408,2017-08-18 12:05:00,Chapati,1,1.95,9
6454,2017-08-20 19:46:00,Plain Naan,1,2.6,5
6453,2017-08-20 19:33:00,Plain Naan,1,2.6,7
6451,2017-08-20 18:29:00,Plain Naan,1,2.6,6
6450,2017-08-20 18:29:00,Plain Naan,1,2.6,10
6438,2017-08-19 22:08:00,Plain Naan,1,2.6,3
6435,2017-08-19 20:48:00,Tandoori Roti,1,2.6,15
6431,2017-08-19 19:03:00,Plain Naan,1,2.6,6
6429,2017-08-19 18:08:00,Plain Naan,2,2.6,9
6421,2017-08-18 19:28:00,Plain Naan,1,2.6,4
6418,2017-08-18 18:50:00,Plain Naan,1,2.6,7
6416,2017-08-18 18:40:00,Plain Naan,1,2.6,9
6413,2017-08-18 18:13:00,Plain Naan,1,2.6,9
6412,2017-08-18 18:11:00,Plain Naan,1,2.6,8
6411,2017-08-18 18:02:00,Plain Naan,1,2.6,7
6408,2017-08-18 12:05:00,Tandoori Roti,1,2.6,9
6408,2017-08-18 12:05:00,Plain Naan,1,2.6,9
6401,2017-08-17 18:45:00,Plain Naan,1,2.6,4
6399,2017-08-17 18:28:00,Plain Naan,1,2.6,6
6398,2017-08-17 18:29:00,Plain Naan,1,2.6,5
6397,2017-08-17 18:12:00,Plain Naan,1,2.6,7
6394,2017-08-17 16:06:00,Plain Naan,1,2.6,6
6389,2017-08-16 19:00:00,Plain Naan,2,2.6,7
6387,2017-08-16 17:16:00,Plain Naan,1,2.6,5
6385,2017-08-15 19:44:00,Plain Naan,1,2.6,6
6383,2017-08-15 19:01:00,Plain Naan,1,2.6,5
6380,2017-08-15 18:22:00,Plain Naan,1,2.6,5
6379,2017-08-15 18:13:00,Plain Naan,1,2.6,8
6377,2017-08-14 20:23:00,Plain Naan,1,2.6,6
6455,2017-08-20 20:05:00,Diet Coke 1.5 ltr,1,2.95,2
6453,2017-08-20 19:33:00,Keema Naan,1,2.95,7
6453,2017-08-20 19:33:00,Pilau Rice,1,2.95,7
6451,2017-08-20 18:29:00,Peshwari Naan,1,2.95,6
6450,2017-08-20 18:29:00,Keema Naan,1,2.95,10
6450,2017-08-20 18:29:00,Peshwari Naan,1,2.95,10
6447,2017-08-20 15:00:00,Pilau Rice,1,2.95,14
6447,2017-08-20 15:00:00,Plain Rice,1,2.95,14
6447,2017-08-20 15:00:00,Garlic Naan,1,2.95,14
6447,2017-08-20 15:00:00,Keema Naan,1,2.95,14
6438,2017-08-19 22:08:00,Garlic Naan,1,2.95,3
6437,2017-08-19 21:14:00,Garlic Naan,1,2.95,7
6437,2017-08-19 21:14:00,Raitha,1,2.95,7
6436,2017-08-19 20:56:00,Peshwari Naan,1,2.95,6
6435,2017-08-19 20:48:00,Onion Naan,1,2.95,15
