Order Number,Order Date,Item Name,Quantity,Product Price,Total products
11694,2018-10-21 18:13:00,Mango Chutney,1,0.5,10
11694,2018-10-21 18:13:00,Mint Sauce,1,0.5,10
11683,2018-10-20 19:53:00,Mint Sauce,2,0.5,13
11683,2018-10-20 19:53:00,Onion Chutney,1,0.5,13
11683,2018-10-20 19:53:00,Red Sauce,1,0.5,13
11683,2018-10-20 19:53:00,Lime Pickle,1,0.5,13
11683,2018-10-20 19:53:00,Mango Chutney,1,0.5,13
11682,2018-10-20 19:34:00,Mango Chutney,1,0.5,6
11681,2018-10-20 19:27:00,Mango Chutney,1,0.5,10
11679,2018-10-20 19:18:00,Mango Chutney,1,0.5,7
11679,2018-10-20 19:18:00,Onion Chutney,1,0.5,7
11679,2018-10-20 19:18:00,Red Sauce,1,0.5,7
11678,2018-10-20 19:16:00,Mango Chutney,1,0.5,10
11675,2018-10-20 18:58:00,Mango Chutney,1,0.5,10
11675,2018-10-20 18:58:00,Mint Sauce,1,0.5,10
11675,2018-10-20 18:58:00,Onion Chutney,1,0.5,10
11674,2018-10-20 18:43:00,Mango Chutney,1,0.5,7
11674,2018-10-20 18:43:00,Red Sauce,1,0.5,7
11673,2018-10-20 18:40:00,Mint Sauce,2,0.5,5
11672,2018-10-20 18:39:00,Mango Chutney,1,0.5,6
11672,2018-10-20 18:39:00,Mint Sauce,1,0.5,6
11670,2018-10-20 17:54:00,Mango Chutney,1,0.5,13
11670,2018-10-20 17:54:00,Mint Sauce,1,0.5,13
11670,2018-10-20 17:54:00,Onion Chutney,1,0.5,13
11670,2018-10-20 17:54:00,Red Sauce,1,0.5,13
11670,2018-10-20 17:54:00,Lime Pickle,1,0.5,13
11669,2018-10-20 17:50:00,Mango Chutney,1,0.5,9
11669,2018-10-20 17:50:00,Onion Chutney,2,0.5,9
11665,2018-10-19 21:02:00,Mango Chutney,1,0.5,6
11663,2018-10-19 20:06:00,Mint Sauce,1,0.5,14
11659,2018-10-19 19:21:00,Mango Chutney,1,0.5,6
11656,2018-10-19 19:03:00,Mango Chutney,1,0.5,7
11655,2018-10-19 19:02:00,Onion Chutney,1,0.5,5
11655,2018-10-19 19:02:00,Mint Sauce,1,0.5,5
11653,2018-10-19 18:36:00,Mint Sauce,2,0.5,7
11653,2018-10-19 18:36:00,Onion Chutney,1,0.5,7
11653,2018-10-19 18:36:00,Red Sauce,2,0.5,7
