Order Number,Order Date,Item Name,Quantity,Product Price,Total products
1388,2015-01-10 20:12:00,Onion Chutney,1,0.5,6
1388,2015-01-10 20:12:00,Mint Sauce,1,0.5,6
1388,2015-01-10 20:12:00,Lime Pickle,1,0.5,6
1388,2015-01-10 20:12:00,Paratha,1,2.95,6
1387,2015-01-10 16:55:00,Onion Bhaji,1,3.95,1
1386,2015-01-10 16:28:00,Onion Bhaji,1,3.95,1
630,2015-01-09 14:42:00,Onion Bhaji,1,3.95,3
1385,2015-01-10 15:19:00,Tandoori Chicken (1/4),1,4.95,7
1385,2015-01-10 15:19:00,Vegetable Samosa,1,4.95,7
1382,2015-01-10 10:49:00,Vegetable Samosa,1,4.95,2
1382,2015-01-10 10:49:00,Tandoori Chicken (1/4),1,4.95,2
1376,2015-01-10 10:02:00,Vegetable Samosa,1,4.95,3
1375,2015-01-10 09:54:00,Vegetable Samosa,1,4.95,3
1375,2015-01-10 09:54:00,Tandoori Chicken (1/4),1,4.95,3
1385,2015-01-10 15:19:00,Tandoori Fish,1,5.95,7
1385,2015-01-10 15:19:00,Sheek Kehab,2,5.95,7
1376,2015-01-10 10:02:00,Tandoori Fish,1,5.95,3
1375,2015-01-10 09:54:00,Tandoori Fish,1,5.95,3
1385,2015-01-10 15:19:00,Vegetable Karahi,1,8.95,7
1385,2015-01-10 15:19:00,Vegetable Balti,1,9.95,7
1376,2015-01-10 10:02:00,Chicken Sylhet,1,9.95,3
