Order ID,Order Date,Item Name,Quantity,Product Price,Total products
21054,2018-12-31 21:07:00,Mango Chutney,1,0.5,6
21053,2018-12-31 20:26:00,Mango Chutney,1,0.5,8
21052,2018-12-31 19:45:00,Mint Sauce,4,0.5,8
21051,2018-12-31 19:43:00,Mint Sauce,1,0.5,7
21051,2018-12-31 19:43:00,Red Sauce,1,0.5,7
21039,2018-12-31 18:55:00,Red Sauce,1,0.5,16
21039,2018-12-31 18:55:00,Onion Chutney,3,0.5,16
21039,2018-12-31 18:55:00,Mango Chutney,1,0.5,16
21032,2018-12-31 18:24:00,Mango Chutney,1,0.5,5
21026,2018-12-31 18:10:00,Mango Chutney,1,0.5,16
21026,2018-12-31 18:10:00,Mint Sauce,1,0.5,16
21026,2018-12-31 18:10:00,Red Sauce,1,0.5,16
21023,2018-12-31 17:57:00,Onion Chutney,2,0.5,10
21023,2018-12-31 17:57:00,Red Sauce,1,0.5,10
21020,2018-12-31 17:38:00,Mango Chutney,1,0.5,8
21015,2018-12-31 15:16:00,Red Sauce,1,0.5,8
21015,2018-12-31 15:16:00,Onion Chutney,1,0.5,8
21014,2018-12-31 14:29:00,Mango Chutney,1,0.5,13
21014,2018-12-31 14:29:00,Mint Sauce,1,0.5,13
17334,2018-01-07 20:07:00,Mint Sauce,1,0.5,7
17334,2018-01-07 20:07:00,Mango Chutney,1,0.5,7
17332,2018-01-07 19:49:00,Mango Chutney,1,0.5,6
17332,2018-01-07 19:49:00,Red Sauce,1,0.5,6
17328,2018-01-07 19:22:00,Mango Chutney,1,0.5,9
17328,2018-01-07 19:22:00,Onion Chutney,1,0.5,9
17324,2018-01-07 18:16:00,Mango Chutney,2,0.5,5
17322,2018-01-07 17:38:00,Mint Sauce,1,0.5,6
17321,2018-01-07 17:33:00,Mango Chutney,2,0.5,8
17321,2018-01-07 17:33:00,Red Sauce,2,0.5,8
17320,2018-01-07 15:55:00,Mango Chutney,1,0.5,3
16778,2018-01-06 20:15:00,Mint Sauce,1,0.5,7
16777,2018-01-06 19:57:00,Red Sauce,1,0.5,10
16775,2018-01-06 19:52:00,Mint Sauce,2,0.5,6
16775,2018-01-06 19:52:00,Red Sauce,1,0.5,6
16775,2018-01-06 19:52:00,Onion Chutney,1,0.5,6
16773,2018-01-06 19:41:00,Red Sauce,1,0.5,11
16765,2018-01-06 18:55:00,Onion Chutney,2,0.5,6
16196,2018-01-05 20:07:00,Onion Chutney,2,0.5,15
16196,2018-01-05 20:07:00,Mango Chutney,1,0.5,15
16196,2018-01-05 20:07:00,Mint Sauce,1,0.5,15
16196,2018-01-05 20:07:00,Red Sauce,1,0.5,15
16196,2018-01-05 20:07:00,Lime Pickle,1,0.5,15
16195,2018-01-05 19:55:00,Onion Chutney,1,0.5,6
16194,2018-01-05 19:07:00,Red Sauce,1,0.5,5
16192,2018-01-05 17:44:00,Mango Chutney,1,0.5,7
16188,2018-01-05 02:59:00,Lime Pickle,1,0.5,5
15621,2018-01-04 19:55:00,Mint Sauce,3,0.5,8
15621,2018-01-04 19:55:00,Onion Chutney,4,0.5,8
15616,2018-01-04 18:39:00,Mint Sauce,2,0.5,5
