Order Number,Order Date,Item Name,Quantity,Product Price,Total products
12365,2018-07-12 19:38:00,Mint Sauce,1,0.5,18
12365,2018-07-12 19:38:00,Lime Pickle,1,0.5,18
12365,2018-07-12 19:38:00,Red Sauce,1,0.5,18
12365,2018-07-12 19:38:00,Onion Chutney,2,0.5,18
12365,2018-07-12 19:38:00,Mango Chutney,1,0.5,18
12364,2018-07-12 19:36:00,Mango Chutney,1,0.5,7
12362,2018-07-12 19:23:00,Mango Chutney,1,0.5,7
12362,2018-07-12 19:23:00,Mint Sauce,1,0.5,7
12354,2018-07-12 18:38:00,Red Sauce,1,0.5,5
11917,2018-07-11 17:36:00,Mint Sauce,1,0.5,7
11914,2018-07-11 16:35:00,Mango Chutney,2,0.5,19
11914,2018-07-11 16:35:00,Mint Sauce,1,0.5,19
11914,2018-07-11 16:35:00,Onion Chutney,1,0.5,19
11914,2018-07-11 16:35:00,Red Sauce,1,0.5,19
11914,2018-07-11 16:35:00,Lime Pickle,1,0.5,19
11911,2018-07-11 12:11:00,Mango Chutney,1,0.5,9
11492,2018-07-10 19:31:00,Mint Sauce,2,0.5,6
11489,2018-07-10 18:35:00,Mango Chutney,1,0.5,7
11487,2018-07-10 18:26:00,Mango Chutney,1,0.5,7
11487,2018-07-10 18:26:00,Red Sauce,1,0.5,7
11487,2018-07-10 18:26:00,Mint Sauce,1,0.5,7
11485,2018-07-10 18:03:00,Mango Chutney,1,0.5,6
11485,2018-07-10 18:03:00,Onion Chutney,1,0.5,6
11041,2018-07-09 20:26:00,Mango Chutney,2,0.5,9
11039,2018-07-09 20:15:00,Mango Chutney,1,0.5,7
11036,2018-07-09 19:52:00,Mango Chutney,1,0.5,7
11031,2018-07-09 19:18:00,Mango Chutney,2,0.5,11
11031,2018-07-09 19:18:00,Mint Sauce,1,0.5,11
11031,2018-07-09 19:18:00,Onion Chutney,1,0.5,11
11024,2018-07-09 17:55:00,Mango Chutney,1,0.5,9
11024,2018-07-09 17:55:00,Onion Chutney,1,0.5,9
11023,2018-07-09 17:45:00,Mint Sauce,2,0.5,12
11023,2018-07-09 17:45:00,Onion Chutney,1,0.5,12
11023,2018-07-09 17:45:00,Red Sauce,1,0.5,12
10324,2018-07-15 19:50:00,Mint Sauce,1,0.5,3
10323,2018-07-15 19:39:00,Mango Chutney,1,0.5,6
10323,2018-07-15 19:39:00,Onion Chutney,1,0.5,6
10314,2018-07-14 22:30:00,Mango Chutney,1,0.5,4
10313,2018-07-14 21:41:00,Onion Chutney,1,0.5,8
10310,2018-07-14 20:08:00,Mint Sauce,1,0.5,4
10309,2018-07-14 19:54:00,Mango Chutney,1,0.5,7
10307,2018-07-14 18:55:00,Mango Chutney,1,0.5,8
10306,2018-07-14 18:52:00,Mint Sauce,1,0.5,11
10306,2018-07-14 18:52:00,Mango Chutney,1,0.5,11
10304,2018-07-14 18:44:00,Mango Chutney,2,0.5,7
10304,2018-07-14 18:44:00,Onion Chutney,1,0.5,7
10303,2018-07-14 18:39:00,Mango Chutney,1,0.5,7
10303,2018-07-14 18:39:00,Mint Sauce,1,0.5,7
10294,2018-07-13 20:18:00,Mango Chutney,1,0.5,6
10291,2018-07-13 19:34:00,Onion Chutney,1,0.5,8
10291,2018-07-13 19:34:00,Mint Sauce,1,0.5,8
10284,2018-07-13 18:31:00,Mint Sauce,2,0.5,15
10284,2018-07-13 18:31:00,Onion Chutney,2,0.5,15
10284,2018-07-13 18:31:00,Red Sauce,2,0.5,15
12368,2018-07-12 20:33:00,Plain Papadum,1,0.8,4
12365,2018-07-12 19:38:00,Plain Papadum,6,0.8,18
12365,2018-07-12 19:38:00,Spicy Papadum,4,0.8,18
12362,2018-07-12 19:23:00,Plain Papadum,2,0.8,7
12355,2018-07-12 18:47:00,Plain Papadum,4,0.8,5
12354,2018-07-12 18:38:00,Plain Papadum,2,0.8,5
12351,2018-07-12 18:29:00,Plain Papadum,1,0.8,6
12350,2018-07-12 18:11:00,Plain Papadum,3,0.8,8
12349,2018-07-12 17:54:00,Plain Papadum,2,0.8,4
11921,2018-07-11 18:18:00,Spicy Papadum,1,0.8,3
11920,2018-07-11 18:08:00,Plain Papadum,3,0.8,7
11914,2018-07-11 16:35:00,Plain Papadum,6,0.8,19
11913,2018-07-11 16:29:00,Plain Papadum,2,0.8,6
11911,2018-07-11 12:11:00,Plain Papadum,4,0.8,9
11492,2018-07-10 19:31:00,Plain Papadum,4,0.8,6
11489,2018-07-10 18:35:00,Plain Papadum,2,0.8,7
11488,2018-07-10 18:28:00,Plain Papadum,4,0.8,9
11485,2018-07-10 18:03:00,Plain Papadum,3,0.8,6
11041,2018-07-09 20:26:00,Plain Papadum,3,0.8,9
11036,2018-07-09 19:52:00,Plain Papadum,4,0.8,7
11031,2018-07-09 19:18:00,Plain Papadum,6,0.8,11
11029,2018-07-09 18:54:00,Spicy Papadum,1,0.8,11
11028,2018-07-09 18:51:00,Plain Papadum,3,0.8,6
11027,2018-07-09 18:45:00,Plain Papadum,2,0.8,6
11025,2018-07-09 18:06:00,Plain Papadum,3,0.8,2
11024,2018-07-09 17:55:00,Plain Papadum,2,0.8,9
11023,2018-07-09 17:45:00,Plain Papadum,4,0.8,12
